index,ref,startpos,endpos,number of reads,covbases,coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads,alias
0,NR_024640.1,1,1422,17,1422,100,16.8284,36,23.8,61645,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter asburiae,16.8284106891702,0.481999857032987,0.0286420307856627,0.04,WOL-70-MGE-S2
1,NR_024815.1,1,1490,6,1445,96.9799,5.67181,31.1,11.8,228603,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella shahii,5.67181208053691,1.11178922929867,0.196020110241985,0.01,WOL-70-MGE-S2
3,NR_024896.1,1,1504,1,1442,95.8777,0.958777,35.6,17,85401,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia,Mannheimia glucosida,0.958776595744681,0.198872652620196,0.207423349196099,0,WOL-70-MGE-S2
4,NR_024946.1,1,1458,1,1434,98.3539,0.983539,39,19,296,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas fragi,0.983539094650206,0.127283368041938,0.129413633615862,0,WOL-70-MGE-S2
5,NR_025230.1,1,1411,38,1409,99.8583,36.2729,32.5,2.34,187326,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera micronuciformis,36.272856130404,4.21782357827386,0.116280437446404,0.09,WOL-70-MGE-S2
6,NR_025514.1,1,1518,1473,1508,99.3412,1389.79,31.1,24.1,158847,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas hypermegale,1389.79249011858,233.697791252676,0.168153010549609,3.6,WOL-70-MGE-S2
7,NR_025525.1,1,1475,119,1473,99.8644,113.068,33,43.6,185008,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Butyrivibrio,Butyrivibrio hungatei,113.068474576271,18.211818744231,0.161068934665304,0.29,WOL-70-MGE-S2
8,NR_025567.1,1,1498,102,1476,98.5314,96.3498,32.7,11.9,208479,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Enterocloster,Enterocloster bolteae,96.3497997329773,17.4558648519269,0.181171781366478,0.25,WOL-70-MGE-S2
9,NR_025643.1,1,1506,4,1473,97.8088,3.88114,35.8,44.5,157227,Bacteria,unclassified Bacteria kingdom,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Jeotgalicoccus,Jeotgalicoccus halotolerans,3.88114209827357,0.608753661447901,0.156849104215661,0.01,WOL-70-MGE-S2
11,NR_025796.1,1,1435,6,1358,94.6341,5.34913,31.9,5.67,259063,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerocolumna,Anaerocolumna jejuensis,5.34912891986063,1.47600199074172,0.275933149650126,0.01,WOL-70-MGE-S2
12,NR_025981.1,1,1477,29,1456,98.5782,26.4807,31.7,4.1,831,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Butyrivibrio,Butyrivibrio fibrisolvens,26.4807041299932,6.0223556008874,0.227424300023284,0.07,WOL-70-MGE-S2
13,NR_026100.1,1,1499,130,1469,97.9987,123.199,33.5,2.45,1286362,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lacrimispora,Lacrimispora celerecrescens,123.198799199466,23.1623508713938,0.188007927203029,0.32,WOL-70-MGE-S2
14,NR_026312.1,1,1482,30,1448,97.7058,23.7166,32.4,30.9,180164,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia schinkii,23.7165991902834,9.95631822306956,0.419803789876781,0.07,WOL-70-MGE-S2
15,NR_026330.1,1,1474,29,1454,98.6431,27.9661,34,8.48,53442,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium callanderi,27.966078697422,4.2932479815884,0.153516266189445,0.07,WOL-70-MGE-S2
16,NR_026331.1,1,1488,5,1464,98.3871,4.83132,33.8,0,623,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella flexneri,4.83131720430108,0.692286552908531,0.143291471794115,0.01,WOL-70-MGE-S2
17,NR_026332.1,1,1487,125,1483,99.731,120.951,35.2,51.8,622,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella dysenteriae,120.950907868191,15.2373641200163,0.125979741604103,0.31,WOL-70-MGE-S2
18,NR_026409.1,1,1495,38,1486,99.398,35.9472,33.4,2.95,29370,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lacrimispora,Lacrimispora sphenoides,35.9471571906355,6.15565745909579,0.171241843310475,0.09,WOL-70-MGE-S2
19,NR_026493.1,1,1488,44,1468,98.6559,42.3112,33,3.48,69825,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lacrimispora,Lacrimispora indolis,42.3111559139785,6.59037502067465,0.155759748896328,0.11,WOL-70-MGE-S2
20,NR_026494.1,1,1499,2,1452,96.8646,1.87925,32.1,0,84030,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lacrimispora,Lacrimispora saccharolytica,1.87925283522348,0.411082100609544,0.218747628261877,0,WOL-70-MGE-S2
21,NR_027196.1,1,1342,1,1315,97.9881,0.979881,30,1,449673,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides stercoris,0.979880774962742,0.140460468175409,0.143344447369886,0,WOL-70-MGE-S2
23,NR_027549.1,1,1473,1,1432,97.2166,0.972166,36.6,2,585054,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia fergusonii,0.972165648336728,0.164553892119126,0.169265281488458,0,WOL-70-MGE-S2
24,NR_027579.1,1,1402,1,1288,91.8688,0.918688,25.3,6,471875,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Mediterraneibacter,[Ruminococcus] lactaris,0.918687589158345,0.273411818040384,0.297611311252033,0,WOL-70-MGE-S2
26,NR_028812.1,1,1408,2,1388,98.5795,1.90767,33.6,1,156456,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Anaeroglobus,Anaeroglobus geminatus,1.90767045454545,0.335102440172132,0.175660549427536,0,WOL-70-MGE-S2
27,NR_029097.1,1,1374,1259,1324,96.361,1173.44,32.8,2.35,237576,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Oribacterium,Oribacterium sinus,1173.43740902475,252.384924513648,0.215081710002247,3.08,WOL-70-MGE-S2
28,NR_029207.1,1,1426,36,1417,99.3689,34.0154,32.9,2.06,907,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera elsdenii,34.015427769986,5.88102274128838,0.172892805613269,0.09,WOL-70-MGE-S2
