index,ref,startpos,endpos,number of reads,covbases,coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads,alias
0,NR_024841.1,1,1460,1,1411,96.6438,0.966438,19.4,1,888807,Bacteria,unclassified Bacteria kingdom,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sanguinis,0.966438356164384,0.180159626600762,0.186416055873219,0.01,PAD-6-MGE-S24
2,NR_025230.1,1,1411,7,1403,99.433,5.91637,20.1,14.3,187326,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera micronuciformis,5.91637136782424,1.33797025839244,0.226147105245776,0.08,PAD-6-MGE-S24
3,NR_025514.1,1,1518,14,1478,97.365,13.1133,18.6,23,158847,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas hypermegale,13.1133069828722,2.33012305119606,0.177691489586839,0.15,PAD-6-MGE-S24
4,NR_025567.1,1,1498,1,1441,96.1949,0.961949,19.6,22,208479,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Enterocloster,Enterocloster bolteae,0.961949265687583,0.191382670975267,0.198952977877134,0.01,PAD-6-MGE-S24
5,NR_025569.1,1,1494,7,1484,99.3307,6.52008,18.2,3,208962,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia albertii,6.52008032128514,1.08663487206382,0.16665973707662,0.08,PAD-6-MGE-S24
6,NR_025796.1,1,1435,2,1378,96.0279,1.82927,19.4,1,259063,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerocolumna,Anaerocolumna jejuensis,1.82926829268293,0.470296748738497,0.257095555977045,0.02,PAD-6-MGE-S24
8,NR_025863.1,1,1411,2,1387,98.2991,1.89724,17.1,60,46125,Bacteria,unclassified Bacteria kingdom,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Abiotrophia,Abiotrophia defectiva,1.89723600283487,0.355403297449008,0.18732687811003,0.02,PAD-6-MGE-S24
9,NR_026100.1,1,1499,2,1447,96.531,1.90394,21.6,3,1286362,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lacrimispora,Lacrimispora celerecrescens,1.90393595730487,0.395372749924817,0.207660740062123,0.02,PAD-6-MGE-S24
10,NR_026331.1,1,1488,2260,1488,100,2146.45,19.7,7.29,623,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella flexneri,2146.44758064516,280.486317404318,0.130674664470498,24.28,PAD-6-MGE-S24
11,NR_026332.1,1,1487,13,1487,100,11.5588,17.9,2.77,622,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella dysenteriae,11.5588433086752,1.99942811650295,0.172978217898527,0.14,PAD-6-MGE-S24
12,NR_026409.1,1,1495,1,1365,91.3043,0.913043,17.3,1,29370,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lacrimispora,Lacrimispora sphenoides,0.91304347826087,0.28186561992088,0.30870996467525,0.01,PAD-6-MGE-S24
13,NR_026493.1,1,1488,1,1434,96.371,0.96371,22,1,69825,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lacrimispora,Lacrimispora indolis,0.963709677419355,0.187074462338063,0.194119107363346,0.01,PAD-6-MGE-S24
14,NR_027549.1,1,1473,132,1473,100,120.285,19.4,4.13,585054,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia fergusonii,120.285132382892,19.549134105963,0.16252327880169,1.42,PAD-6-MGE-S24
15,NR_028796.1,1,1491,1,1449,97.1831,0.971831,24.2,60,135083,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,Selenomonas noxia,0.971830985915493,0.165511007376303,0.170308427879964,0.01,PAD-6-MGE-S24
16,NR_028812.1,1,1408,1,900,63.9205,0.639205,21.5,6,156456,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Anaeroglobus,Anaeroglobus geminatus,0.639204545454545,0.480401920312291,0.751562115333006,0.01,PAD-6-MGE-S24
17,NR_028862.1,1,1537,44,1522,99.0241,41.2134,19.8,59.4,209880,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Allisonella,Allisonella histaminiformans,41.213402732596,7.14744290228869,0.173425207053717,0.47,PAD-6-MGE-S24
18,NR_029097.1,1,1374,68,1322,96.2154,62.2824,19.8,0.971,237576,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Oribacterium,Oribacterium sinus,62.2823871906841,13.4904793320119,0.216601834652056,0.73,PAD-6-MGE-S24
19,NR_029207.1,1,1426,5,1393,97.6858,4.28541,18.6,1,907,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera elsdenii,4.28541374474053,1.04456374034452,0.243748632585711,0.05,PAD-6-MGE-S24
20,NR_029356.1,1,1550,8,1455,93.871,7.34129,20.2,40.6,292800,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Flavonifractor,Flavonifractor plautii,7.34129032258065,1.93877518178948,0.264091882570849,0.09,PAD-6-MGE-S24
21,NR_036800.1,1,1481,548,1471,99.3248,513.532,19.6,48.5,411470,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Mediterraneibacter,[Ruminococcus] gnavus,513.5320729237,77.743317808515,0.151389410530676,5.89,PAD-6-MGE-S24
22,NR_037088.1,1,1453,2,1435,98.7612,1.87612,15.5,10,76122,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,Alloprevotella tannerae,1.87611837577426,0.365243897190392,0.194680624584607,0.02,PAD-6-MGE-S24
23,NR_040866.1,1,1425,20,1409,98.8772,18.6765,18.7,8.8,820,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides uniformis,18.6764912280702,2.68655914497046,0.143847102336473,0.21,PAD-6-MGE-S24
24,NR_040877.1,1,1494,13,1476,98.7952,11.67,18,0.769,537011,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella copri,11.6700133868809,2.16597270899474,0.185601561642566,0.14,PAD-6-MGE-S24
25,NR_041342.1,1,1488,162,1484,99.7312,151.527,19.6,31.5,823,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis,151.52688172043,25.4733655057414,0.168111197277459,1.74,PAD-6-MGE-S24
26,NR_041343.1,1,1492,31,1474,98.7936,28.9336,19.3,60,46503,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides merdae,28.9336461126005,4.86424911920919,0.168117391782532,0.33,PAD-6-MGE-S24
27,NR_041351.1,1,1493,3,1455,97.4548,2.73744,20.2,60,357276,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola dorei,2.73744139316812,0.602206079577494,0.219988665722828,0.03,PAD-6-MGE-S24
28,NR_041364.1,1,1488,1,1375,92.4059,0.924059,17.3,6,1002367,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella stercorea,0.924059139784946,0.264992523521563,0.286770090909153,0.01,PAD-6-MGE-S24
29,NR_041590.1,1,1342,138,1311,97.69,127.593,20.2,27.9,742816,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas funiformis,127.593144560358,26.9861159227304,0.211501299820734,1.48,PAD-6-MGE-S24
30,NR_041627.1,1,1481,1,1375,92.8427,0.928427,18.2,0,762982,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Paraprevotella,Paraprevotella xylaniphila,0.928426738690074,0.257867075412618,0.27774628268079,0.01,PAD-6-MGE-S24
31,NR_041668.1,1,1484,2,1450,97.7089,1.91442,20.6,0,742726,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Barnesiellaceae,Barnesiella,Barnesiella intestinihominis,1.9144204851752,0.352365478764951,0.184058560537553,0.02,PAD-6-MGE-S24
32,NR_042152.1,1,1456,1,1376,94.5055,0.945055,16.7,0,168384,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Marvinbryantia,Marvinbryantia formatexigens,0.945054945054945,0.227951275321168,0.241204256444491,0.01,PAD-6-MGE-S24
33,NR_042499.1,1,1368,4,1368,100,3.92763,19.4,7.5,657309,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides xylanisolvens,3.92763157894737,0.27824763369875,0.0708436186301674,0.04,PAD-6-MGE-S24
34,NR_042842.1,1,1506,1,1361,90.3718,0.903718,17.4,0,28129,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella denticola,0.903718459495352,0.29507494022714,0.326512020559936,0.01,PAD-6-MGE-S24
35,NR_042877.1,1,1360,3,1359,99.9265,2.85882,20.3,10.7,733,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Canicola,Canicola haemoglobinophilus,2.85882352941176,0.38063317919751,0.133143293134931,0.03,PAD-6-MGE-S24
36,NR_043224.1,1,1455,17,1455,100,15.6955,17.8,0,305719,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella baroniae,15.6955326460481,2.23639413085613,0.142486029705989,0.18,PAD-6-MGE-S24
37,NR_043318.1,1,1440,1,1398,97.0833,0.970833,20.3,1,328813,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes onderdonkii,0.970833333333333,0.168331962968343,0.17338914640516,0.01,PAD-6-MGE-S24
38,NR_043656.1,1,1540,3,1478,95.974,2.68442,18.4,1,349094,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera sueciensis,2.68441558441558,0.746934812451505,0.278248575514107,0.03,PAD-6-MGE-S24
