index,ref,startpos,endpos,number of reads,covbases,coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads,alias
0,NR_024946.1,1,1458,25,1384,94.9246,23.452,39.5,15.6,296,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas fragi,23.4519890260631,5.47616907610157,0.233505527826049,0.15,HAM-67-DRS-L207
1,NR_025230.1,1,1411,3,1346,95.3933,2.79872,38.8,2.67,187326,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera micronuciformis,2.79872430900071,0.665693103185328,0.237855904936566,0.02,HAM-67-DRS-L207
2,NR_025514.1,1,1518,48,1406,92.6219,42.9308,37.7,21.2,158847,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas hypermegale,42.9308300395257,12.4207106148594,0.28931913506969,0.28,HAM-67-DRS-L207
3,NR_025518.1,1,1494,2,1351,90.4284,1.78983,39.6,29,179995,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,Anaerobiospirillum thomasii,1.78982597054886,0.598057446357986,0.334142791645038,0.01,HAM-67-DRS-L207
4,NR_025567.1,1,1498,6,1390,92.7904,5.26302,38.2,14.7,208479,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Enterocloster,Enterocloster bolteae,5.2630173564753,1.57263912856379,0.298809413316661,0.04,HAM-67-DRS-L207
5,NR_025796.1,1,1435,2,1284,89.4774,1.76516,41.3,1,259063,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerocolumna,Anaerocolumna jejuensis,1.76515679442509,0.624833500679427,0.353981868722849,0.01,HAM-67-DRS-L207
6,NR_025981.1,1,1477,1,1330,90.0474,0.900474,37.9,1,831,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Butyrivibrio,Butyrivibrio fibrisolvens,0.900473933649289,0.299468440825469,0.332567584285126,0.01,HAM-67-DRS-L207
7,NR_026075.1,1,1468,1,1130,76.9755,0.769755,40.2,18,13335,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,Anaerobiospirillum succiniciproducens,0.769754768392371,0.421133206623441,0.547100484356824,0.01,HAM-67-DRS-L207
8,NR_026100.1,1,1499,2,1363,90.9273,1.72849,38.8,1,1286362,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lacrimispora,Lacrimispora celerecrescens,1.72848565710474,0.61603715580382,0.356402816113441,0.01,HAM-67-DRS-L207
9,NR_026314.1,1,1458,3,1348,92.4554,2.47051,38.3,2,53443,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia hydrogenotrophica,2.47050754458162,0.9890380039434,0.400337981607295,0.02,HAM-67-DRS-L207
10,NR_026331.1,1,1488,25,1389,93.3468,23.0699,40.3,11.6,623,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella flexneri,23.0698924731183,6.18460304712992,0.268081138840868,0.15,HAM-67-DRS-L207
11,NR_026332.1,1,1487,2,1379,92.7371,1.83053,40.9,1,622,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella dysenteriae,1.83053127101547,0.534977062875999,0.292252348455772,0.01,HAM-67-DRS-L207
12,NR_026409.1,1,1495,6,1382,92.4415,5.52441,40.4,1.33,29370,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lacrimispora,Lacrimispora sphenoides,5.52441471571906,1.58997420749715,0.287808625766829,0.04,HAM-67-DRS-L207
13,NR_026493.1,1,1488,5,1381,92.8091,4.31116,39.1,7.8,69825,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lacrimispora,Lacrimispora indolis,4.3111559139785,1.31948687114055,0.306063361536577,0.03,HAM-67-DRS-L207
14,NR_026494.1,1,1499,2,1377,91.8612,1.81388,40.6,0.5,84030,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lacrimispora,Lacrimispora saccharolytica,1.81387591727819,0.560773462682577,0.309157565487747,0.01,HAM-67-DRS-L207
15,NR_027521.1,1,1492,1,1337,89.6113,0.896113,35.4,1,74706,Bacteria,unclassified Bacteria kingdom,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus coagulans,0.896112600536193,0.305216718953235,0.340600856154246,0.01,HAM-67-DRS-L207
16,NR_027549.1,1,1473,4,1373,93.2111,3.60081,37.3,5.75,585054,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia fergusonii,3.60081466395112,1.05529173228051,0.293070271804147,0.02,HAM-67-DRS-L207
