index,ref,startpos,endpos,number of reads,covbases,coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads,alias
0,NR_025230.1,1,1411,3,1401,99.2913,2.81928,19.4,1,187326,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera micronuciformis,2.81927710843374,0.458888313371961,0.162768076965268,0.04,FRA-44-DRS-S35
1,NR_025514.1,1,1518,102,1509,99.4071,94.9348,19.3,38.2,158847,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas hypermegale,94.9347826086957,16.4491294173331,0.173267678772,1.44,FRA-44-DRS-S35
2,NR_025525.1,1,1475,1,1358,92.0678,0.920678,16.7,30,185008,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Butyrivibrio,Butyrivibrio hungatei,0.920677966101695,0.27033237749892,0.293623164072833,0.01,FRA-44-DRS-S35
3,NR_025567.1,1,1498,18,1458,97.3298,16.9232,19.8,6.22,208479,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Enterocloster,Enterocloster bolteae,16.9232309746328,3.14152607504945,0.185633941873065,0.25,FRA-44-DRS-S35
4,NR_025796.1,1,1435,1,1295,90.2439,0.902439,16.9,1,259063,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerocolumna,Anaerocolumna jejuensis,0.902439024390244,0.296823564298083,0.328912598276254,0.01,FRA-44-DRS-S35
5,NR_025863.1,1,1411,1,1349,95.606,0.95606,17.5,36,46125,Bacteria,unclassified Bacteria kingdom,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Abiotrophia,Abiotrophia defectiva,0.956059532246634,0.20503535588434,0.214458774761159,0.01,FRA-44-DRS-S35
6,NR_025903.1,1,1537,1,1442,93.8191,0.938191,19.3,15,1379,Bacteria,unclassified Bacteria kingdom,Firmicutes,Bacilli,Bacillales,unclassified Bacillales family,Gemella,Gemella haemolysans,0.938191281717632,0.240886183687754,0.256755939201164,0.01,FRA-44-DRS-S35
7,NR_025904.1,1,1536,4,1473,95.8984,3.7194,19.8,1,29391,Bacteria,unclassified Bacteria kingdom,Firmicutes,Bacilli,Bacillales,unclassified Bacillales family,Gemella,Gemella morbillorum,3.71940104166667,0.848858919443882,0.228224628087835,0.06,FRA-44-DRS-S35
8,NR_025981.1,1,1477,5,1424,96.4116,4.40014,17.3,8.8,831,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Butyrivibrio,Butyrivibrio fibrisolvens,4.40013540961408,1.12694275881777,0.256115472345569,0.07,FRA-44-DRS-S35
9,NR_026045.1,1,1455,17,1440,98.9691,16.3375,19.8,1.88,553,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,Pantoea ananatis,16.3374570446735,1.86941439297769,0.114425053291092,0.24,FRA-44-DRS-S35
10,NR_026100.1,1,1499,65,1448,96.5977,61.026,20.2,3.34,1286362,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lacrimispora,Lacrimispora celerecrescens,61.0260173448966,11.8572952572156,0.194299018240082,0.92,FRA-44-DRS-S35
11,NR_026312.1,1,1482,1,1198,80.8367,0.808367,16,1,180164,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia schinkii,0.808367071524966,0.393718614335416,0.48705424578054,0.01,FRA-44-DRS-S35
