index,ref,startpos,endpos,number of reads,covbases,coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads,alias
0,NR_024841.1,1,1460,1,1420,97.2603,0.972603,19.6,1,888807,Bacteria,unclassified Bacteria kingdom,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sanguinis,0.972602739726027,0.16329394980589,0.167893779377887,0.01,LAM-46-MGE-S37
1,NR_025230.1,1,1411,3,1402,99.3622,2.74203,17.2,1,187326,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera micronuciformis,2.74202693125443,0.513711155268447,0.187347231864507,0.04,LAM-46-MGE-S37
2,NR_025514.1,1,1518,982,1516,99.8682,921.466,19.5,32.9,158847,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas hypermegale,921.465744400527,156.449215717713,0.169782997000603,11.82,LAM-46-MGE-S37
3,NR_025518.1,1,1494,80,1447,96.8541,72.8461,19.4,38.6,179995,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,Anaerobiospirillum thomasii,72.8460508701473,15.9791934310231,0.219355658133164,0.96,LAM-46-MGE-S37
4,NR_025863.1,1,1411,3,1387,98.2991,2.84337,18.1,60,46125,Bacteria,unclassified Bacteria kingdom,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Abiotrophia,Abiotrophia defectiva,2.8433734939759,0.506962545771049,0.178296149572021,0.04,LAM-46-MGE-S37
5,NR_025903.1,1,1537,1,1455,94.6649,0.946649,23.5,16,1379,Bacteria,unclassified Bacteria kingdom,Firmicutes,Bacilli,Bacillales,unclassified Bacillales family,Gemella,Gemella haemolysans,0.946649316851009,0.224804955944718,0.237474376142289,0.01,LAM-46-MGE-S37
6,NR_025904.1,1,1536,1,1377,89.6484,0.896484,16,12,29391,Bacteria,unclassified Bacteria kingdom,Firmicutes,Bacilli,Bacillales,unclassified Bacillales family,Gemella,Gemella morbillorum,0.896484375,0.304730366879265,0.339917097695389,0.01,LAM-46-MGE-S37
7,NR_025981.1,1,1477,1,1316,89.0995,0.890995,16.8,1,831,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Butyrivibrio,Butyrivibrio fibrisolvens,0.890995260663507,0.311750713599982,0.349890428561682,0.01,LAM-46-MGE-S37
8,NR_026075.1,1,1468,2,1408,95.9128,1.83106,15.4,30,13335,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,Anaerobiospirillum succiniciproducens,1.83106267029973,0.47147937723622,0.257489481317995,0.02,LAM-46-MGE-S37
9,NR_026331.1,1,1488,8,1465,98.4543,7.67406,18.7,4.5,623,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella flexneri,7.67405913978495,1.09560431341065,0.142767249177253,0.1,LAM-46-MGE-S37
10,NR_026476.1,1,1463,96,1453,99.3165,90.2645,19.5,12.7,83771,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinivibrio,Succinivibrio dextrinosolvens,90.2645249487355,15.3735659935364,0.170316810532905,1.16,LAM-46-MGE-S37
11,NR_027549.1,1,1473,1,1334,90.5635,0.905635,18,0,585054,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia fergusonii,0.905634758995248,0.29243546238539,0.32290662375838,0.01,LAM-46-MGE-S37
12,NR_028682.1,1,1538,2,1467,95.3836,1.88557,22.4,34.5,137732,Bacteria,unclassified Bacteria kingdom,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,Granulicatella elegans,1.88556566970091,0.440219054322713,0.233467898464942,0.02,LAM-46-MGE-S37
13,NR_028736.1,1,1544,6,1478,95.7254,5.58484,19.3,60,1338,Bacteria,unclassified Bacteria kingdom,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus intermedius,5.58484455958549,1.25309347939823,0.224373922322959,0.07,LAM-46-MGE-S37
14,NR_028862.1,1,1537,25,1493,97.1373,23.6005,19.9,59.6,209880,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Allisonella,Allisonella histaminiformans,23.6005204944697,4.22824699439091,0.179159056910703,0.3,LAM-46-MGE-S37
15,NR_029097.1,1,1374,45,1322,96.2154,41.2183,19.4,2.58,237576,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Oribacterium,Oribacterium sinus,41.2183406113537,9.18168550634929,0.222757281592752,0.54,LAM-46-MGE-S37
16,NR_029207.1,1,1426,3,1395,97.8261,2.80365,19.2,1,907,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera elsdenii,2.80364656381487,0.555053996341663,0.197975737564585,0.04,LAM-46-MGE-S37
18,NR_036800.1,1,1481,15,1455,98.2444,14.2721,20.1,47.2,411470,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Mediterraneibacter,[Ruminococcus] gnavus,14.272113436867,2.19787032745623,0.153997537728281,0.18,LAM-46-MGE-S37
19,NR_040877.1,1,1494,34,1494,100,31.3889,18.5,0.882,537011,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella copri,31.3888888888889,5.29890582265036,0.168814698774702,0.41,LAM-46-MGE-S37
20,NR_041277.1,1,1490,3,1438,96.5101,2.62013,18.3,1,484018,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola plebeius,2.62013422818792,0.772685118431852,0.294902875631009,0.04,LAM-46-MGE-S37
21,NR_041313.1,1,1485,1,1433,96.4983,0.964983,21.2,34,338188,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides finegoldii,0.964983164983165,0.183884274113521,0.19055697631443,0.01,LAM-46-MGE-S37
