index,ref,startpos,endpos,number of reads,covbases,coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads,alias
0,NR_025514.1,1,1518,180,1406,92.6219,163.47,38.4,23.3,158847,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas hypermegale,163.469696969697,47.1297183671714,0.288308593218399,1.01,JAR-3-MGE-L221
1,NR_025518.1,1,1494,42,1359,90.9639,37.3072,39.6,28.6,179995,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,Anaerobiospirillum thomasii,37.3072289156627,12.1669009001281,0.326127167676612,0.23,JAR-3-MGE-L221
2,NR_025567.1,1,1498,4,1390,92.7904,3.67423,39.1,17.8,208479,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Enterocloster,Enterocloster bolteae,3.67423230974633,1.05526176826887,0.287206055390038,0.02,JAR-3-MGE-L221
3,NR_025981.1,1,1477,1,1329,89.9797,0.899797,32.9,6,831,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Butyrivibrio,Butyrivibrio fibrisolvens,0.899796885578876,0.300372328872607,0.333822370011166,0.01,JAR-3-MGE-L221
4,NR_026075.1,1,1468,5,1335,90.9401,4.15599,38.9,6.4,13335,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,Anaerobiospirillum succiniciproducens,4.15599455040872,1.51008363640142,0.363350725821551,0.03,JAR-3-MGE-L221
5,NR_026312.1,1,1482,2,1142,77.058,1.52699,40.8,31,180164,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia schinkii,1.52699055330634,0.841777314080655,0.55126556759502,0.01,JAR-3-MGE-L221
6,NR_026330.1,1,1474,2,1361,92.3338,1.83921,39.3,22.5,53442,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium callanderi,1.83921302578019,0.537079608480111,0.292015987790366,0.01,JAR-3-MGE-L221
7,NR_026331.1,1,1488,7,1389,93.3468,6.49731,40.9,9.71,623,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella flexneri,6.49731182795699,1.74731790765681,0.268929359391119,0.04,JAR-3-MGE-L221
8,NR_026476.1,1,1463,3,1353,92.4812,2.74026,40.5,1,83771,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinivibrio,Succinivibrio dextrinosolvens,2.74025974025974,0.810033988452221,0.295604820430431,0.02,JAR-3-MGE-L221
9,NR_028862.1,1,1537,20,1431,93.1034,17.8783,38.6,58.9,209880,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Allisonella,Allisonella histaminiformans,17.8783344176968,5.04951063378385,0.282437419270198,0.11,JAR-3-MGE-L221
10,NR_029097.1,1,1374,207,1282,93.3042,188.951,38.5,1.14,237576,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Oribacterium,Oribacterium sinus,188.950509461427,52.5361363141844,0.278041781755076,1.16,JAR-3-MGE-L221
11,NR_029137.1,1,1514,86,1384,91.4135,76.9597,38.8,11.1,78257,Bacteria,unclassified Bacteria kingdom,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium pullorum,76.9597093791281,24.4902632806038,0.318221878411168,0.48,JAR-3-MGE-L221
12,NR_029207.1,1,1426,48,1418,99.439,47.0281,38.9,2.62,907,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera elsdenii,47.0280504908836,4.84705575168112,0.103067333242332,0.27,JAR-3-MGE-L221
13,NR_029356.1,1,1550,1,1359,87.6774,0.876774,33.5,53,292800,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Flavonifractor,Flavonifractor plautii,0.876774193548387,0.328802305466195,0.375013667014424,0.01,JAR-3-MGE-L221
14,NR_036854.2,1,1514,1,1154,76.2219,0.762219,34.6,1,78343,Bacteria,unclassified Bacteria kingdom,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium boum,0.76221928665786,0.425864808237848,0.558716914793849,0.01,JAR-3-MGE-L221
15,NR_036856.1,1,1517,11,1380,90.969,9.84773,38.1,5.09,78448,Bacteria,unclassified Bacteria kingdom,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium pullorum,9.84772577455504,3.15954647704096,0.320840217261606,0.06,JAR-3-MGE-L221
