index,ref,startpos,endpos,number of reads,covbases,coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads,alias
0,NR_025230.1,1,1411,3,1402,99.3622,2.94259,40.3,1,187326,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera micronuciformis,2.94259390503189,0.319962438295922,0.108734826694496,0.04,JOA-56-MGE-S152
1,NR_025396.1,1,1499,1,1456,97.1314,0.971314,38.9,60,119206,Bacteria,unclassified Bacteria kingdom,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Aerococcus,Aerococcus sanguinicola,0.971314209472982,0.166977591389565,0.171908935091317,0.01,JOA-56-MGE-S152
2,NR_025514.1,1,1518,545,1514,99.7365,519.739,37.1,32,158847,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas hypermegale,519.739130434783,88.1369189218029,0.169579148000792,6.45,JOA-56-MGE-S152
3,NR_025518.1,1,1494,115,1464,97.992,107.438,38.4,35.9,179995,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,Anaerobiospirillum thomasii,107.438420348059,23.1728678602961,0.215685113251153,1.36,JOA-56-MGE-S152
4,NR_025567.1,1,1498,18,1473,98.3311,17.1762,38.9,13.9,208479,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Enterocloster,Enterocloster bolteae,17.1762349799733,3.07743245111468,0.179168045540995,0.21,JOA-56-MGE-S152
5,NR_025981.1,1,1477,1,1343,90.9276,0.909276,37,1,831,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Butyrivibrio,Butyrivibrio fibrisolvens,0.909275558564658,0.287314126137862,0.315981358380955,0.01,JOA-56-MGE-S152
6,NR_026100.1,1,1499,13,1449,96.6644,12.3556,39,1.31,1286362,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lacrimispora,Lacrimispora celerecrescens,12.3555703802535,2.37356955549997,0.192105219140136,0.15,JOA-56-MGE-S152
7,NR_026476.1,1,1463,154,1454,99.3848,148.201,38.2,7.86,83771,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinivibrio,Succinivibrio dextrinosolvens,148.200956937799,23.9878120936988,0.161860035112774,1.82,JOA-56-MGE-S152
8,NR_028862.1,1,1537,32,1513,98.4385,30.7235,38.8,59.7,209880,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Allisonella,Allisonella histaminiformans,30.7234873129473,5.14651746304212,0.167510849618732,0.38,JOA-56-MGE-S152
9,NR_029097.1,1,1374,164,1326,96.5066,153.336,37.9,1.54,237576,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Oribacterium,Oribacterium sinus,153.335516739447,32.8702710248816,0.214368280251313,1.94,JOA-56-MGE-S152
10,NR_036800.1,1,1481,1,1436,96.9615,0.969615,33.7,60,411470,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Mediterraneibacter,[Ruminococcus] gnavus,0.969615124915598,0.171701895622243,0.177082526056087,0.01,JOA-56-MGE-S152
