index,ref,startpos,endpos,number of reads,covbases,coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads,alias
0,NR_025514.1,1,1518,1,1157,76.2187,0.762187,14.5,10,158847,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas hypermegale,0.762187088274045,0.425884274428656,0.55876605754771,0.03,CHA-44-MGE-S55
1,NR_025567.1,1,1498,39,1479,98.7316,36.6943,20,15.8,208479,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Enterocloster,Enterocloster bolteae,36.694259012016,6.46711896238835,0.176243345321965,1.16,CHA-44-MGE-S55
2,NR_025903.1,1,1537,1,1409,91.6721,0.916721,15,1,1379,Bacteria,unclassified Bacteria kingdom,Firmicutes,Bacilli,Bacillales,unclassified Bacillales family,Gemella,Gemella haemolysans,0.916720884840599,0.276393572772686,0.301502428212646,0.03,CHA-44-MGE-S55
3,NR_026100.1,1,1499,5,1447,96.531,4.68112,19.7,1,1286362,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lacrimispora,Lacrimispora celerecrescens,4.68112074716478,0.981666289038127,0.20970753416961,0.15,CHA-44-MGE-S55
4,NR_026493.1,1,1488,3,1453,97.6478,2.8629,19.6,1,69825,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lacrimispora,Lacrimispora indolis,2.86290322580645,0.522546309563607,0.182523217988415,0.09,CHA-44-MGE-S55
5,NR_026494.1,1,1499,1,1399,93.3289,0.933289,17.4,1,84030,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lacrimispora,Lacrimispora saccharolytica,0.933288859239493,0.249604341012002,0.267445966531087,0.03,CHA-44-MGE-S55
6,NR_027196.1,1,1342,1,1321,98.4352,0.984352,21.7,0,449673,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides stercoris,0.984351713859911,0.124156771045577,0.126130497156067,0.03,CHA-44-MGE-S55
7,NR_028686.1,1,1522,574,1505,98.883,535.614,20,56.4,67826,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter sedlakii,535.61432325887,106.702855694594,0.199215836957786,17.09,CHA-44-MGE-S55
8,NR_029097.1,1,1374,6,1321,96.1426,5.52256,19.9,2.33,237576,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Oribacterium,Oribacterium sinus,5.52256186317322,1.28263674338098,0.232253938508891,0.18,CHA-44-MGE-S55
9,NR_036800.1,1,1481,42,1457,98.3795,39.846,19.9,47.2,411470,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Mediterraneibacter,[Ruminococcus] gnavus,39.846049966239,6.0610018010752,0.152110480366576,1.25,CHA-44-MGE-S55
10,NR_040864.1,1,1425,1,1302,91.3684,0.913684,17.1,1,28111,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides eggerthii,0.913684210526316,0.280928384020823,0.307467701405279,0.03,CHA-44-MGE-S55
11,NR_041342.1,1,1488,21,1449,97.379,19.9026,19.9,32,823,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis,19.9025537634409,3.45388199047123,0.173539638758102,0.63,CHA-44-MGE-S55
12,NR_041343.1,1,1492,1,1432,95.9786,0.959786,21.3,60,46503,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides merdae,0.959785522788204,0.196527758524725,0.204762161814867,0.03,CHA-44-MGE-S55
13,NR_041351.1,1,1493,73,1477,98.9283,68.6055,20,52.8,357276,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola dorei,68.6054922973878,11.4036538451886,0.166220712997097,2.17,CHA-44-MGE-S55
14,NR_041364.1,1,1488,1,1379,92.6747,0.926747,20.5,1,1002367,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella stercorea,0.926747311827957,0.26063841875744,0.281240005156687,0.03,CHA-44-MGE-S55
15,NR_041590.1,1,1342,1474,1311,97.69,1372.34,20.5,33.8,742816,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas funiformis,1372.34053651267,287.240577603399,0.209307070629366,43.9,CHA-44-MGE-S55
16,NR_042499.1,1,1368,2,1368,100,1.98173,23.5,10.5,657309,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides xylanisolvens,1.98172514619883,0.133992566190886,0.0676141020100082,0.06,CHA-44-MGE-S55
17,NR_042745.1,1,1493,17,1456,97.5218,16.1902,20.9,0,204516,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola massiliensis,16.1902210314802,2.78520329433789,0.172029973458815,0.51,CHA-44-MGE-S55
18,NR_042927.1,1,1471,1,1449,98.5044,0.985044,21.7,1,655813,Bacteria,unclassified Bacteria kingdom,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus oralis,0.985044187627464,0.121417288349192,0.123260753044625,0.03,CHA-44-MGE-S55
19,NR_043660.1,1,1470,2,1459,99.2517,1.9517,21.6,60,197614,Bacteria,unclassified Bacteria kingdom,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pasteurianus,1.95170068027211,0.246929060098475,0.126519943654499,0.06,CHA-44-MGE-S55
20,NR_044289.1,1,1454,2,1454,100,1.97111,21.9,60,460384,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Enterocloster,Enterocloster lavalensis,1.97111416781293,0.167543268333989,0.0849992715134754,0.06,CHA-44-MGE-S55
21,NR_044473.1,1,1399,195,1399,100,184.315,18.5,35.3,491921,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas rupellensis,184.314510364546,13.613866096736,0.0738621504612404,5.81,CHA-44-MGE-S55
22,NR_044490.1,1,1482,11,1450,97.8408,10.4494,19.9,53.9,501571,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Butyricicoccus,Butyricicoccus pullicaecorum,10.4493927125506,1.72769951478758,0.165339705599586,0.33,CHA-44-MGE-S55
23,NR_044688.3,1,1456,3,1428,98.0769,2.89698,22.4,17.3,852,Bacteria,unclassified Bacteria kingdom,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium perfoetens,2.89697802197802,0.459004378462674,0.158442478672749,0.09,CHA-44-MGE-S55
24,NR_074515.1,1,1510,259,1474,97.6159,240.805,19.9,19.2,435590,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola vulgatus,240.804635761589,49.2637467572831,0.204579727468607,7.71,CHA-44-MGE-S55
25,NR_102980.1,1,1552,2,1478,95.232,1.87436,20.6,1,1064535,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera elsdenii,1.87435567010309,0.453156673539915,0.241766640541061,0.06,CHA-44-MGE-S55
26,NR_104899.1,1,1480,1,1404,94.8649,0.948649,20.4,1,384636,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Hungatella,Hungatella xylanolytica,0.948648648648649,0.220787969439354,0.232739454964561,0.03,CHA-44-MGE-S55
27,NR_104901.1,1,1515,1,1436,94.7855,0.947855,20.5,8,621,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella boydii,0.947854785478548,0.222393203931886,0.234627927546523,0.03,CHA-44-MGE-S55
28,NR_108477.1,1,1380,1,1326,96.087,0.96087,17.6,1,701526,Bacteria,unclassified Bacteria kingdom,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus porcorum,0.960869565217391,0.193975538259043,0.201874994568235,0.03,CHA-44-MGE-S55
29,NR_112143.1,1,1397,11,1397,100,10.4381,19.2,0.909,821,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola vulgatus,10.4380816034359,0.955265178194701,0.0915173127100533,0.33,CHA-44-MGE-S55
30,NR_112893.1,1,1479,1,1420,96.0108,0.960108,19.9,0,762984,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides clarus,0.960108181203516,0.195771232050016,0.203905388874629,0.03,CHA-44-MGE-S55
31,NR_112899.1,1,1491,1,1422,95.3722,0.953722,23.9,1,742742,Bacteria,unclassified Bacteria kingdom,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella tanakaei,0.953722334004024,0.210156287395191,0.220353744378502,0.03,CHA-44-MGE-S55
32,NR_112901.1,1,1469,16,1439,97.9578,15.2001,19.9,0,762983,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinatimonas,Succinatimonas hippei,15.2001361470388,2.49402009238766,0.164078799575327,0.48,CHA-44-MGE-S55
33,NR_112932.1,1,1478,1,1375,93.0311,0.930311,18,50,47678,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides caccae,0.930311231393775,0.254707947818999,0.27378788863744,0.03,CHA-44-MGE-S55
34,NR_112935.1,1,1488,85,1453,97.6478,80.2016,19.7,58,28111,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides eggerthii,80.2016129032258,13.4180497564411,0.167303988918924,2.53,CHA-44-MGE-S55
35,NR_112938.1,1,1478,18,1458,98.6468,17.088,20.4,0,204516,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola massiliensis,17.0879566982409,2.4198129413468,0.141609262247014,0.54,CHA-44-MGE-S55
36,NR_112940.1,1,1459,4,1451,99.4517,3.89513,21.2,19.2,28116,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,3.89513365318711,0.419807462022582,0.107777421624309,0.12,CHA-44-MGE-S55
37,NR_112943.1,1,1476,16,1476,100,14.8225,19.6,58.1,449673,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides stercoris,14.8224932249322,2.04483528406009,0.137954880668832,0.48,CHA-44-MGE-S55
