index,ref,startpos,endpos,number of reads,covbases,coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads,alias
0,NR_025230.1,1,1411,3,1344,95.2516,2.82849,38.4,1,187326,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera micronuciformis,2.82849043231751,0.659085270164727,0.233016616437592,0.02,JAR-3-DRS-L220
1,NR_025452.1,1,1380,1,1347,97.6087,0.976087,42.6,1,158787,Bacteria,unclassified Bacteria kingdom,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium scardovii,0.976086956521739,0.152833687436331,0.156577942585105,0.01,JAR-3-DRS-L220
2,NR_025514.1,1,1518,73,1406,92.6219,66.2187,38.5,22.2,158847,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas hypermegale,66.2187088274045,19.1404514347694,0.28904899799025,0.41,JAR-3-DRS-L220
3,NR_025518.1,1,1494,54,1362,91.1647,48.1881,39.2,23.7,179995,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,Anaerobiospirillum thomasii,48.1880856760375,15.675847094601,0.325305454132123,0.3,JAR-3-DRS-L220
4,NR_025567.1,1,1498,5,1387,92.5901,4.59346,37.8,21.8,208479,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Enterocloster,Enterocloster bolteae,4.59345794392523,1.32178092038859,0.287752916544414,0.03,JAR-3-DRS-L220
5,NR_025796.1,1,1435,1,1214,84.5993,0.845993,30.6,1,259063,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerocolumna,Anaerocolumna jejuensis,0.845993031358885,0.361081263942581,0.426813520393414,0.01,JAR-3-DRS-L220
6,NR_025981.1,1,1477,1,1342,90.8599,0.908599,36.7,1,831,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Butyrivibrio,Butyrivibrio fibrisolvens,0.908598510494245,0.288276815407176,0.317276346018181,0.01,JAR-3-DRS-L220
7,NR_026075.1,1,1468,8,1331,90.6676,6.30245,41.4,2.88,13335,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,Anaerobiospirillum succiniciproducens,6.3024523160763,2.85692824057964,0.453304221484102,0.04,JAR-3-DRS-L220
8,NR_026100.1,1,1499,1,1343,89.5931,0.895931,35.8,1,1286362,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lacrimispora,Lacrimispora celerecrescens,0.895930620413609,0.305452428545736,0.340933127617318,0.01,JAR-3-DRS-L220
9,NR_026312.1,1,1482,1,1071,72.2672,0.722672,37.4,12,180164,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia schinkii,0.722672064777328,0.447830857719649,0.61968751740478,0.01,JAR-3-DRS-L220
10,NR_026314.1,1,1458,2,1346,92.3182,1.83265,38.1,24,53443,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia hydrogenotrophica,1.83264746227709,0.541462710992873,0.295453829576201,0.01,JAR-3-DRS-L220
11,NR_026331.1,1,1488,5,1389,93.3468,4.56653,41.4,15.2,623,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella flexneri,4.56653225806452,1.26177395282887,0.276308998058773,0.03,JAR-3-DRS-L220
