index,ref,startpos,endpos,number of reads,covbases,coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads,alias
0,NR_024640.1,1,1422,31,1422,100,29.8706,18.9,11.2,61645,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter asburiae,29.8706047819972,1.74725909410525,0.0584942657457779,0.35,OPH-48-MGE-S113
1,NR_024855.1,1,1485,1,1441,97.037,0.97037,20.9,36,65401,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Propionivibrio,Propionivibrio pelophilus,0.97037037037037,0.169620426683957,0.174799676353696,0.01,OPH-48-MGE-S113
3,NR_025230.1,1,1411,3,1395,98.8661,2.80794,15.5,2.67,187326,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera micronuciformis,2.80793763288448,0.533256487268526,0.189910374441163,0.03,OPH-48-MGE-S113
4,NR_025514.1,1,1518,223,1507,99.2754,208.386,18.8,25.7,158847,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas hypermegale,208.386034255599,35.850489579858,0.172038830279216,2.51,OPH-48-MGE-S113
5,NR_025567.1,1,1498,18,1457,97.263,16.8852,18.9,7.94,208479,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Enterocloster,Enterocloster bolteae,16.8851802403204,3.14451001281038,0.186228987079543,0.2,OPH-48-MGE-S113
6,NR_025796.1,1,1435,2,1339,93.3101,1.82997,19.3,2,259063,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerocolumna,Anaerocolumna jejuensis,1.82996515679443,0.524511792833456,0.286623923349585,0.02,OPH-48-MGE-S113
7,NR_025863.1,1,1411,1,1341,95.039,0.95039,16.6,60,46125,Bacteria,unclassified Bacteria kingdom,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Abiotrophia,Abiotrophia defectiva,0.950389794472006,0.217215266650358,0.228553871173494,0.01,OPH-48-MGE-S113
8,NR_025904.1,1,1536,1,1417,92.2526,0.922526,16.1,1,29391,Bacteria,unclassified Bacteria kingdom,Firmicutes,Bacilli,Bacillales,unclassified Bacillales family,Gemella,Gemella morbillorum,0.922526041666667,0.267429066315378,0.289887823472421,0.01,OPH-48-MGE-S113
9,NR_025981.1,1,1477,6,1456,98.5782,5.58971,18.2,4.17,831,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Butyrivibrio,Butyrivibrio fibrisolvens,5.58970886932972,1.00721098419151,0.180190240267788,0.07,OPH-48-MGE-S113
10,NR_026100.1,1,1499,28,1456,97.1314,26.2909,20.1,4.36,1286362,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lacrimispora,Lacrimispora celerecrescens,26.2908605737158,5.11921853324262,0.194714757201997,0.32,OPH-48-MGE-S113
