index,ref,startpos,endpos,number of reads,covbases,coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads,alias
0,NR_024570.1,1,1450,1,1369,94.4138,0.944138,18,2,562,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,0.944137931034483,0.229734404837201,0.243327163633266,0.02,GOO-58-MGE-S99
1,NR_024841.1,1,1460,1,1394,95.4795,0.954795,16.8,1,888807,Bacteria,unclassified Bacteria kingdom,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sanguinis,0.954794520547945,0.207825713802343,0.217665381744204,0.02,GOO-58-MGE-S99
2,NR_025230.1,1,1411,8,1407,99.7165,7.52658,18.8,1.25,187326,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera micronuciformis,7.52657689581857,1.11207217175062,0.14775271509794,0.12,GOO-58-MGE-S99
3,NR_025514.1,1,1518,369,1515,99.8024,345.64,18.7,34.3,158847,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas hypermegale,345.640316205534,58.6459473521914,0.169673341339376,5.7,GOO-58-MGE-S99
4,NR_025518.1,1,1494,626,1464,97.992,575.699,18.6,40.3,179995,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,Anaerobiospirillum thomasii,575.699464524766,125.64441809637,0.218246543272518,9.66,GOO-58-MGE-S99
5,NR_025567.1,1,1498,2,1450,96.7957,1.88117,20.7,17.5,208479,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Enterocloster,Enterocloster bolteae,1.88117489986649,0.410979191577029,0.218469421214475,0.03,GOO-58-MGE-S99
6,NR_025569.1,1,1494,1,1348,90.2276,0.902276,15.2,1,208962,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia albertii,0.902275769745649,0.297040844808991,0.329212924439638,0.02,GOO-58-MGE-S99
7,NR_025796.1,1,1435,2,1321,92.0557,1.5122,17.7,1,259063,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerocolumna,Anaerocolumna jejuensis,1.51219512195122,0.639547753265549,0.422926740062701,0.03,GOO-58-MGE-S99
9,NR_025863.1,1,1411,2,1390,98.5117,1.91708,17.7,60,46125,Bacteria,unclassified Bacteria kingdom,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Abiotrophia,Abiotrophia defectiva,1.91708008504607,0.325400320772955,0.169737468617611,0.03,GOO-58-MGE-S99
10,NR_025903.1,1,1537,1,1440,93.689,0.93689,18.1,9,1379,Bacteria,unclassified Bacteria kingdom,Firmicutes,Bacilli,Bacillales,unclassified Bacillales family,Gemella,Gemella haemolysans,0.936890045543266,0.243239762997722,0.259624663699652,0.02,GOO-58-MGE-S99
11,NR_025981.1,1,1477,1,1359,92.0108,0.920108,16.2,9,831,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Butyrivibrio,Butyrivibrio fibrisolvens,0.920108327691266,0.271217248428703,0.294766648954521,0.02,GOO-58-MGE-S99
12,NR_026075.1,1,1468,6,1419,96.6621,4.92507,16.5,11.3,13335,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,Anaerobiospirillum succiniciproducens,4.92506811989101,1.70082731647142,0.345340871449521,0.09,GOO-58-MGE-S99
13,NR_026331.1,1,1488,261,1488,100,248.893,19.1,6.4,623,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella flexneri,248.89314516129,32.4519613938164,0.130385115157697,4.03,GOO-58-MGE-S99
14,NR_026332.1,1,1487,1,1409,94.7545,0.947545,15.5,12,622,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella dysenteriae,0.94754539340955,0.223016968926814,0.235362833778688,0.02,GOO-58-MGE-S99
15,NR_026409.1,1,1495,1,1431,95.7191,0.957191,21.3,1,29370,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lacrimispora,Lacrimispora sphenoides,0.957190635451505,0.202494815688667,0.211551187599272,0.02,GOO-58-MGE-S99
16,NR_026476.1,1,1463,191,1456,99.5215,179.175,18.6,14.5,83771,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinivibrio,Succinivibrio dextrinosolvens,179.174982911825,30.2841220240547,0.169019812542457,2.95,GOO-58-MGE-S99
17,NR_026493.1,1,1488,1,1399,94.0188,0.940188,18.7,4,69825,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lacrimispora,Lacrimispora indolis,0.940188172043011,0.237217601635661,0.252308642769024,0.02,GOO-58-MGE-S99
18,NR_027549.1,1,1473,28,1457,98.9138,25.7407,18.3,5.07,585054,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia fergusonii,25.7406653088934,4.20184791678126,0.163237735558044,0.43,GOO-58-MGE-S99
19,NR_027579.1,1,1402,2,1312,93.5806,1.78174,16.7,1,471875,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Mediterraneibacter,[Ruminococcus] lactaris,1.78174037089872,0.547013534494406,0.307010798783489,0.03,GOO-58-MGE-S99
21,NR_028686.1,1,1522,11,1465,96.2549,10.2911,18.6,57.2,67826,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter sedlakii,10.2910643889619,2.13083841963786,0.207057145801496,0.17,GOO-58-MGE-S99
22,NR_028862.1,1,1537,170,1534,99.8048,159.327,18.8,59.3,209880,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Allisonella,Allisonella histaminiformans,159.327260897853,27.6094694722066,0.17328779341727,2.62,GOO-58-MGE-S99
24,NR_029097.1,1,1374,69,1322,96.2154,63.4418,19.2,1.16,237576,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Oribacterium,Oribacterium sinus,63.4417758369723,13.9964318121416,0.22061853766686,1.07,GOO-58-MGE-S99
25,NR_029207.1,1,1426,20,1419,99.5091,18.31,18.3,3.35,907,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera elsdenii,18.3099579242637,3.3227549970105,0.181472563222404,0.31,GOO-58-MGE-S99
27,NR_037088.1,1,1453,2,1401,96.4212,1.68066,14,18,76122,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,Alloprevotella tannerae,1.68066070199587,0.537714378880534,0.319942257376501,0.03,GOO-58-MGE-S99
28,NR_040866.1,1,1425,1,1342,94.1754,0.941754,15.9,1,820,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides uniformis,0.941754385964912,0.23428952791324,0.2487798638423,0.02,GOO-58-MGE-S99
29,NR_040877.1,1,1494,6,1455,97.3896,5.6004,18.4,0.833,537011,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella copri,5.6004016064257,1.07222117331194,0.191454336432178,0.09,GOO-58-MGE-S99
30,NR_041342.1,1,1488,14,1456,97.8495,13.2856,19.7,12.8,823,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis,13.2856182795699,2.27964476390918,0.171587404962156,0.22,GOO-58-MGE-S99
31,NR_041343.1,1,1492,12,1471,98.5925,10.7131,19.4,46.2,46503,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides merdae,10.7131367292225,2.02619044011229,0.189131389930402,0.19,GOO-58-MGE-S99
32,NR_041351.1,1,1493,13,1476,98.8614,12.1286,18.8,27.1,357276,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola dorei,12.1286001339585,2.12310612250689,0.175049560465142,0.2,GOO-58-MGE-S99
33,NR_041446.1,1,1456,5,1441,98.9698,4.59547,18,2.8,376804,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola barnesiae,4.59546703296703,0.867405216275361,0.188752353145558,0.08,GOO-58-MGE-S99
34,NR_041541.1,1,1467,1,1378,93.9332,0.939332,16.1,1,407975,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella pleuritidis,0.939331970006817,0.238801785710516,0.254225123104011,0.02,GOO-58-MGE-S99
35,NR_041590.1,1,1342,688,1311,97.69,636.664,19.4,12.4,742816,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas funiformis,636.66393442623,138.067998232891,0.216861660865586,10.62,GOO-58-MGE-S99
36,NR_042745.1,1,1493,1,1433,95.9812,0.959812,20,0,204516,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola massiliensis,0.959812458137977,0.196464643703105,0.204690658094023,0.02,GOO-58-MGE-S99
37,NR_042832.1,1,1456,1,1396,95.8791,0.958791,21,1,301302,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Roseburia,Roseburia faecis,0.958791208791209,0.198841096873416,0.20738727582213,0.02,GOO-58-MGE-S99
38,NR_042927.1,1,1471,1,1450,98.5724,0.985724,20.2,1,655813,Bacteria,unclassified Bacteria kingdom,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus oralis,0.985723997280761,0.118666639750712,0.120385260050549,0.02,GOO-58-MGE-S99
39,NR_043224.1,1,1455,5,1453,99.8625,4.62749,18.3,0.2,305719,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella baroniae,4.62749140893471,0.751019638685254,0.162295198913864,0.08,GOO-58-MGE-S99
40,NR_043656.1,1,1540,4,1485,96.4286,3.28701,17,1.25,349094,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera sueciensis,3.28701298701299,0.965668053036415,0.29378285295853,0.06,GOO-58-MGE-S99
41,NR_043657.1,1,1553,236,1517,97.6819,210.788,17.8,9.83,349095,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera paucivorans,210.787508048938,48.311435152881,0.229194963212264,3.64,GOO-58-MGE-S99
42,NR_044270.1,1,1454,3,1426,98.0743,2.51307,15.9,0.333,439703,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella maculosa,2.5130674002751,0.81674311642923,0.32499849241601,0.05,GOO-58-MGE-S99
43,NR_044473.1,1,1399,38,1399,100,34.9149,17.6,10.4,491921,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas rupellensis,34.9149392423159,3.45819895836659,0.0990463977143443,0.59,GOO-58-MGE-S99
44,NR_044490.1,1,1482,1,1419,95.749,0.95749,18.9,60,501571,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Butyricicoccus,Butyricicoccus pullicaecorum,0.95748987854251,0.201817973668678,0.210778179687795,0.02,GOO-58-MGE-S99
45,NR_044650.1,1,1377,1,950,68.9906,0.689906,19.1,14,39029,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera cerevisiae,0.689905591866376,0.462700057083218,0.670671556424832,0.02,GOO-58-MGE-S99
46,NR_074515.1,1,1510,6,1450,96.0265,5.49735,18.2,13.8,435590,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola vulgatus,5.49735099337748,1.22744445224577,0.223279258269017,0.09,GOO-58-MGE-S99
47,NR_074902.1,1,1542,168,1502,97.406,154.834,18.7,1.26,585054,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia fergusonii,154.833981841764,35.4130672743514,0.228716376425316,2.59,GOO-58-MGE-S99
48,NR_102980.1,1,1552,801,1522,98.067,738.887,19,3.82,1064535,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera elsdenii,738.887242268041,160.819506828398,0.217650945406443,12.36,GOO-58-MGE-S99
49,NR_104826.1,1,1530,6,1485,97.0588,5.5732,18.6,0.5,624,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella sonnei,5.57320261437909,1.21584839378548,0.218159732906272,0.09,GOO-58-MGE-S99
50,NR_104899.1,1,1480,1,1341,90.6081,0.906081,15.4,1,384636,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Hungatella,Hungatella xylanolytica,0.906081081081081,0.291814484250823,0.322062219754823,0.02,GOO-58-MGE-S99
51,NR_104901.1,1,1515,47,1467,96.8317,44.2066,19.3,2.98,621,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella boydii,44.206600660066,8.455975586129,0.191283099353253,0.73,GOO-58-MGE-S99
52,NR_112899.1,1,1491,2,1425,95.5734,1.81623,19.5,1,742742,Bacteria,unclassified Bacteria kingdom,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella tanakaei,1.81623071763917,0.488558499195675,0.268995835413867,0.03,GOO-58-MGE-S99
53,NR_112901.1,1,1469,23,1458,99.2512,21.4956,17.9,0,762983,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinatimonas,Succinatimonas hippei,21.4955752212389,3.60339883065858,0.167634445394985,0.36,GOO-58-MGE-S99
54,NR_112935.1,1,1488,1,1395,93.75,0.9375,15.3,60,28111,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides eggerthii,0.9375,0.242142838013733,0.258285693881315,0.02,GOO-58-MGE-S99
55,NR_112938.1,1,1478,1,1385,93.7077,0.937077,20.5,0,204516,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola massiliensis,0.937077131258457,0.242906365725236,0.259217045878627,0.02,GOO-58-MGE-S99
56,NR_112946.1,1,1489,4,1445,97.045,3.73203,18.9,1,821,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola vulgatus,3.73203492276696,0.781197873178845,0.209322230189545,0.06,GOO-58-MGE-S99
57,NR_113015.1,1,1490,1,1377,92.4161,0.924161,16.4,0,1236538,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola sartorii,0.924161073825503,0.264829102543985,0.286561628751298,0.02,GOO-58-MGE-S99
58,NR_113021.1,1,1476,2,1430,96.8835,1.90718,19.2,40,29363,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium paraputrificum,1.90718157181572,0.382927063320006,0.200781650252337,0.03,GOO-58-MGE-S99
59,NR_113064.1,1,1490,29,1470,98.6577,26.9174,19,1,1236538,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola sartorii,26.9174496644295,5.1407879432487,0.190983470103487,0.45,GOO-58-MGE-S99
60,NR_113094.1,1,1494,4,1445,96.7202,3.49665,17.3,0,305719,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella baroniae,3.49665327978581,0.898567463914785,0.25697928619615,0.06,GOO-58-MGE-S99
61,NR_113097.1,1,1480,4,1443,97.5,3.60743,19,1.5,873513,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella buccae,3.60743243243243,0.812727626924767,0.225292543144532,0.06,GOO-58-MGE-S99
62,NR_113102.1,1,1494,1,1192,79.7858,0.797858,19.6,21,1236509,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella dentasini,0.797858099062918,0.401731971973138,0.503513058832104,0.02,GOO-58-MGE-S99
63,NR_113104.1,1,1480,1,1376,92.973,0.92973,17,1,76123,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella enoeca,0.92972972972973,0.255688350769705,0.275013633095323,0.02,GOO-58-MGE-S99
64,NR_113108.1,1,1490,2,1439,96.5772,1.85705,17.8,0,840,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella loescheii,1.85704697986577,0.437152246295854,0.235401823990178,0.03,GOO-58-MGE-S99
65,NR_113110.1,1,1405,1,1216,86.548,0.86548,21.2,1,439703,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella maculosa,0.865480427046263,0.341331188970361,0.39438348725605,0.02,GOO-58-MGE-S99
66,NR_113118.1,1,1481,3,1443,97.4342,2.6948,17.9,0,28135,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella oris,2.69480081026334,0.637801315245644,0.236678463512603,0.05,GOO-58-MGE-S99
67,NR_113119.1,1,1481,3,1435,96.894,2.81431,18.8,1,28135,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella oris,2.81431465226199,0.58928296406554,0.209387732673,0.05,GOO-58-MGE-S99
68,NR_113122.1,1,1491,1,1402,94.0309,0.940309,18.1,1,185294,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella paludivivens,0.940308517773307,0.236993837999106,0.25203838263671,0.02,GOO-58-MGE-S99
70,NR_113165.1,1,1466,4,1420,96.8622,3.75239,17.1,9.25,147207,Bacteria,unclassified Bacteria kingdom,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella intestinalis,3.75238744884038,0.771115341292176,0.205499925528873,0.06,GOO-58-MGE-S99
71,NR_113195.1,1,1490,18,1457,97.7852,16.2181,18.4,2.39,1236515,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola sartorii,16.2181208053691,3.41490734399474,0.210561222534747,0.28,GOO-58-MGE-S99
72,NR_113227.1,1,1490,3,1448,97.1812,2.78993,17.4,1,915438,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella oryzae,2.78993288590604,0.610655876844871,0.218878339306918,0.05,GOO-58-MGE-S99
73,NR_113231.1,1,1491,8,1452,97.3843,7.52448,18.3,4.88,536633,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia glucerasea,7.52448021462106,1.36835188970943,0.181853344108812,0.12,GOO-58-MGE-S99
74,NR_113260.1,1,1470,4,1470,100,3.80952,19.1,10.8,1305,Bacteria,unclassified Bacteria kingdom,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sanguinis,3.80952380952381,0.459871431604125,0.120716250796083,0.06,GOO-58-MGE-S99
75,NR_113270.1,1,1493,2,1431,95.8473,1.785,18.1,1,1121114,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia producta,1.78499665103818,0.501995965841042,0.281230760600629,0.03,GOO-58-MGE-S99
76,NR_113273.1,1,1469,4,1427,97.1409,3.76651,19.1,0.25,742742,Bacteria,unclassified Bacteria kingdom,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella tanakaei,3.76650782845473,0.748710146601447,0.19878098777472,0.06,GOO-58-MGE-S99
77,NR_113274.1,1,1478,28,1459,98.7145,25.7524,18.3,0.357,762983,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinatimonas,Succinatimonas hippei,25.7523680649526,4.56528411306694,0.177276283934448,0.43,GOO-58-MGE-S99
78,NR_113307.1,1,1178,1,1141,96.8591,0.968591,20.3,1,1122219,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera cerevisiae,0.968590831918506,0.174494927857246,0.180153396157612,0.02,GOO-58-MGE-S99
79,NR_113359.1,1,1511,1,1273,84.2488,0.842488,17.6,0,1527,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerocolumna,Anaerocolumna aminovalerica,0.842488418266049,0.364403025869882,0.432531792686089,0.02,GOO-58-MGE-S99
80,NR_113384.1,1,1469,2,1426,97.0728,1.87747,17.6,60,856,Bacteria,unclassified Bacteria kingdom,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium varium,1.87746766507828,0.407645077661958,0.217124952532783,0.03,GOO-58-MGE-S99
81,NR_113410.1,1,1390,2,1375,98.9209,1.89137,16.3,1,208479,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Enterocloster,Enterocloster bolteae,1.89136690647482,0.344238188000019,0.182004975777872,0.03,GOO-58-MGE-S99
82,NR_113411.1,1,1493,289,1493,100,272.553,18.9,31.9,537011,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella copri,272.553248492967,44.8329414445328,0.164492412739266,4.46,GOO-58-MGE-S99
83,NR_114042.1,1,1467,28,1467,100,27.0273,19.1,1.14,562,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,27.027266530334,1.78230451147225,0.0659446825476001,0.43,GOO-58-MGE-S99
85,NR_115735.1,1,1464,3,1440,98.3607,2.81899,16.6,3.67,760570,Bacteria,unclassified Bacteria kingdom,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus parasanguinis,2.81898907103825,0.520943531066374,0.184797995997376,0.05,GOO-58-MGE-S99
86,NR_115736.1,1,1420,1,1379,97.1127,0.971127,18.7,1,888807,Bacteria,unclassified Bacteria kingdom,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sanguinis,0.97112676056338,0.167509210422985,0.172489542277475,0.02,GOO-58-MGE-S99
