index,ref,startpos,endpos,number of reads,covbases,coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads,alias
0,NR_024640.1,1,1422,172,1422,100,166.259,20.3,9.75,61645,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter asburiae,166.258790436006,6.9305778984671,0.0416854824956442,3.02,JAR-45-MGE-S56
2,NR_025230.1,1,1411,1,1188,84.1956,0.841956,15.3,1,187326,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera micronuciformis,0.841956059532247,0.364911532342649,0.433409235804274,0.02,JAR-45-MGE-S56
3,NR_025514.1,1,1518,143,1506,99.2095,133.682,19.3,27.2,158847,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas hypermegale,133.682476943347,22.7880514593121,0.170464012788823,2.51,JAR-45-MGE-S56
4,NR_025525.1,1,1475,3,1442,97.7627,2.87119,21.8,59,185008,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Butyrivibrio,Butyrivibrio hungatei,2.87118644067797,0.514066333465559,0.179043173993317,0.05,JAR-45-MGE-S56
5,NR_025567.1,1,1498,6,1456,97.1963,5.65754,19.2,4.83,208479,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Enterocloster,Enterocloster bolteae,5.65754339118825,1.08408039387637,0.191616805902868,0.11,JAR-45-MGE-S56
6,NR_025981.1,1,1477,2,1401,94.8544,1.83209,21.5,4,831,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Butyrivibrio,Butyrivibrio fibrisolvens,1.83209207853758,0.492737799383478,0.268948163225941,0.04,JAR-45-MGE-S56
7,NR_026100.1,1,1499,7,1448,96.5977,6.5944,20.9,1.43,1286362,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lacrimispora,Lacrimispora celerecrescens,6.59439626417612,1.32637638631358,0.201136894596263,0.12,JAR-45-MGE-S56
8,NR_026312.1,1,1482,3,1371,92.5101,2.61066,18.8,1,180164,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia schinkii,2.61066126855601,0.840545605882519,0.32196655154249,0.05,JAR-45-MGE-S56
9,NR_026314.1,1,1458,1,1378,94.513,0.94513,19.4,1,53443,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia hydrogenotrophica,0.945130315500686,0.227803852520318,0.241029039894502,0.02,JAR-45-MGE-S56
10,NR_026330.1,1,1474,1,1379,93.555,0.93555,19.7,1,53442,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium callanderi,0.935549525101764,0.24563702030954,0.262559077546238,0.02,JAR-45-MGE-S56
11,NR_026331.1,1,1488,31,1467,98.5887,29.7352,19.9,8.1,623,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella flexneri,29.7352150537634,3.99677700779291,0.13441224489436,0.54,JAR-45-MGE-S56
12,NR_026332.1,1,1487,1,1372,92.2663,0.922663,20.6,44,622,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella dysenteriae,0.9226630800269,0.267215155953766,0.289612927772048,0.02,JAR-45-MGE-S56
13,NR_026409.1,1,1495,3,1451,97.0569,2.76589,19.6,0.667,29370,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lacrimispora,Lacrimispora sphenoides,2.76588628762542,0.616626070881775,0.222939776534039,0.05,JAR-45-MGE-S56
14,NR_026493.1,1,1488,5,1453,97.6478,4.77823,21.8,3.4,69825,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lacrimispora,Lacrimispora indolis,4.77822580645161,0.821211120351516,0.171865280883693,0.09,JAR-45-MGE-S56
15,NR_026494.1,1,1499,1,1390,92.7285,0.927285,17.7,0,84030,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lacrimispora,Lacrimispora saccharolytica,0.927284856571047,0.259755005973579,0.280124283420428,0.02,JAR-45-MGE-S56
16,NR_028686.1,1,1522,2,1459,95.8607,1.88896,20.6,60,67826,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter sedlakii,1.88896189224704,0.426161683248735,0.225606289358113,0.04,JAR-45-MGE-S56
17,NR_028862.1,1,1537,2,1493,97.1373,1.91542,22,60,209880,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Allisonella,Allisonella histaminiformans,1.91541964866623,0.367108417305279,0.191659523572763,0.04,JAR-45-MGE-S56
18,NR_029097.1,1,1374,32,1322,96.2154,29.5393,20.1,1.19,237576,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Oribacterium,Oribacterium sinus,29.5393013100437,6.40962596209542,0.216986376719617,0.56,JAR-45-MGE-S56
19,NR_029356.1,1,1550,23,1454,93.8065,21.0219,20.4,20.4,292800,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Flavonifractor,Flavonifractor plautii,21.021935483871,5.4989437446662,0.261581230181457,0.4,JAR-45-MGE-S56
20,NR_036800.1,1,1481,70,1452,98.0419,66.2971,20,46.8,411470,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Mediterraneibacter,[Ruminococcus] gnavus,66.2970965563808,10.0579831650338,0.151710763931875,1.23,JAR-45-MGE-S56
21,NR_037088.1,1,1453,1,1351,92.98,0.9298,14.6,18,76122,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,Alloprevotella tannerae,0.929800412938747,0.255571042830978,0.274866561978839,0.02,JAR-45-MGE-S56
22,NR_040866.1,1,1425,2,1385,97.193,1.8786,17.7,1,820,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides uniformis,1.87859649122807,0.40363272549983,0.214858660379999,0.04,JAR-45-MGE-S56
23,NR_041277.1,1,1490,123,1472,98.7919,115.279,19.9,57.2,484018,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola plebeius,115.278523489933,19.3695358897784,0.168023802729134,2.16,JAR-45-MGE-S56
24,NR_041342.1,1,1488,6,1449,97.379,5.40726,19.7,24.7,823,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis,5.40725806451613,1.06960249827033,0.197808664855364,0.11,JAR-45-MGE-S56
25,NR_041343.1,1,1492,19,1456,97.5871,17.685,19.1,54.6,46503,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides merdae,17.6849865951743,3.12708079078886,0.176821213516902,0.33,JAR-45-MGE-S56
26,NR_041351.1,1,1493,7,1460,97.7897,6.39786,17.9,26.1,357276,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola dorei,6.39785666443403,1.271905417989,0.198801799524454,0.12,JAR-45-MGE-S56
27,NR_041446.1,1,1456,4,1440,98.9011,3.84547,20,3.75,376804,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola barnesiae,3.84546703296703,0.564852614306044,0.146887909703447,0.07,JAR-45-MGE-S56
28,NR_041590.1,1,1342,378,1308,97.4665,350.682,20.5,16,742816,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas funiformis,350.681818181818,76.736516844476,0.21882091647161,6.64,JAR-45-MGE-S56
29,NR_041668.1,1,1484,2,1453,97.9111,1.94407,21.8,0,742726,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Barnesiellaceae,Barnesiella,Barnesiella intestinihominis,1.94407008086253,0.307643487907318,0.158247118216451,0.04,JAR-45-MGE-S56
30,NR_042349.1,1,1513,86,1470,97.158,75.2703,18.2,5.52,299767,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter ludwigii,75.270323859881,17.7221433086759,0.235446619595612,1.51,JAR-45-MGE-S56
31,NR_042745.1,1,1493,5,1453,97.3208,4.60817,19.9,0,204516,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola massiliensis,4.60817146684528,0.918159186794552,0.199245881669225,0.09,JAR-45-MGE-S56
32,NR_043016.1,1,1419,8,1416,99.7886,7.82382,20.3,3.38,291644,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides salyersiae,7.82381959126145,0.572004922833425,0.0731106994686209,0.14,JAR-45-MGE-S56
33,NR_043142.1,1,1465,12,1454,99.2491,11.5283,20.3,12.2,292800,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Flavonifractor,Flavonifractor plautii,11.5283276450512,1.39795772261351,0.121262837564615,0.21,JAR-45-MGE-S56
34,NR_043224.1,1,1455,3,1440,98.9691,2.69897,19.5,0,305719,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella baroniae,2.69896907216495,0.586498981031683,0.217304817265367,0.05,JAR-45-MGE-S56
35,NR_043657.1,1,1553,17,1515,97.5531,15.671,19.6,12.4,349095,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera paucivorans,15.6709594333548,3.47865919024618,0.221981251692991,0.3,JAR-45-MGE-S56
36,NR_044049.1,1,1440,1,1281,88.9583,0.889583,17.7,1,33043,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Coprococcus,Coprococcus eutactus,0.889583333333333,0.313517280984677,0.352431603917201,0.02,JAR-45-MGE-S56
37,NR_044473.1,1,1399,16,1399,100,14.9407,17.9,5.44,491921,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas rupellensis,14.9406719085061,1.76357919169608,0.118038813949996,0.28,JAR-45-MGE-S56
38,NR_044657.2,1,1470,5,1431,97.3469,4.60408,20.7,43.2,2153,Bacteria,unclassified Bacteria kingdom,Tenericutes,Mollicutes,Anaeroplasmatales,Anaeroplasmataceae,Asteroleplasma,Asteroleplasma anaerobium,4.60408163265306,1.00427117472252,0.218126274651611,0.09,JAR-45-MGE-S56
39,NR_044688.3,1,1456,1,1401,96.2225,0.962225,21.8,30,852,Bacteria,unclassified Bacteria kingdom,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium perfoetens,0.962225274725275,0.190716482527935,0.198203567852016,0.02,JAR-45-MGE-S56
40,NR_074376.1,1,1497,13,1448,96.7268,12.2879,20.5,32.8,435591,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis,12.2879091516366,2.34704717712152,0.191004600388742,0.23,JAR-45-MGE-S56
41,NR_074515.1,1,1510,34,1465,97.0199,31.4179,20.9,22.1,435590,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola vulgatus,31.417880794702,6.49990147341053,0.206885420308381,0.6,JAR-45-MGE-S56
42,NR_074902.1,1,1542,15,1469,95.2659,13.8353,19,1.13,585054,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia fergusonii,13.8352788586252,3.28725942338091,0.237599795202652,0.26,JAR-45-MGE-S56
43,NR_102852.1,1,1519,1,1393,91.7051,0.917051,20.3,0,84030,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lacrimispora,Lacrimispora saccharolytica,0.91705069124424,0.275896415488787,0.300851870156115,0.02,JAR-45-MGE-S56
44,NR_102980.1,1,1552,28,1527,98.3892,25.4497,19.8,1.54,1064535,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera elsdenii,25.4497422680412,5.56435185254736,0.218640793841549,0.49,JAR-45-MGE-S56
