index,ref,startpos,endpos,number of reads,covbases,coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads,alias
0,NR_025230.1,1,1411,16,1408,99.7874,14.8136,33.1,4,187326,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera micronuciformis,14.8136073706591,2.0772285714219,0.140224357203918,0.07,KOR-44-MGE-S8
1,NR_025514.1,1,1518,725,1510,99.473,686.238,32.3,34.4,158847,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas hypermegale,686.237812911726,116.243037371432,0.169391769419131,3.2,KOR-44-MGE-S8
2,NR_025518.1,1,1494,10,1457,97.5234,9.0328,32.5,37.4,179995,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,Anaerobiospirillum thomasii,9.03279785809906,2.04362877171126,0.226245378654066,0.04,KOR-44-MGE-S8
3,NR_025525.1,1,1475,8,1452,98.4407,7.64339,31.3,41.2,185008,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Butyrivibrio,Butyrivibrio hungatei,7.64338983050847,1.2350663029262,0.161586198050039,0.04,KOR-44-MGE-S8
4,NR_025567.1,1,1498,70,1477,98.5981,65.6295,32.4,7.61,208479,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Enterocloster,Enterocloster bolteae,65.6295060080107,11.9638560503216,0.182293861070069,0.31,KOR-44-MGE-S8
5,NR_025796.1,1,1435,10,1401,97.6307,8.80488,31.4,2.6,259063,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerocolumna,Anaerocolumna jejuensis,8.80487804878049,2.52261263661432,0.286501712191654,0.04,KOR-44-MGE-S8
6,NR_025981.1,1,1477,4,1397,94.5836,3.64861,31.8,15,831,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Butyrivibrio,Butyrivibrio fibrisolvens,3.64861205145565,1.01767231839745,0.2789203960425,0.02,KOR-44-MGE-S8
7,NR_026100.1,1,1499,42,1469,97.9987,39.5183,32.4,1.67,1286362,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lacrimispora,Lacrimispora celerecrescens,39.5183455637091,7.53284953348493,0.190616520657246,0.19,KOR-44-MGE-S8
8,NR_026312.1,1,1482,8,1371,92.5101,6.5803,32.3,15,180164,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia schinkii,6.58029689608637,2.41938835655384,0.367671610378671,0.04,KOR-44-MGE-S8
9,NR_026330.1,1,1474,6,1441,97.7612,5.75984,34,13.8,53442,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium callanderi,5.75983717774763,0.938351735172909,0.162912892537676,0.03,KOR-44-MGE-S8
10,NR_026331.1,1,1488,135,1488,100,130.986,35.9,11.4,623,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella flexneri,130.985887096774,16.6203038910774,0.126886218503816,0.6,KOR-44-MGE-S8
11,NR_026332.1,1,1487,2,1480,99.5293,1.95562,37.7,45,622,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella dysenteriae,1.955615332885,0.227737736062614,0.116453237113173,0.01,KOR-44-MGE-S8
12,NR_026409.1,1,1495,20,1480,98.9967,18.6167,32.9,2.85,29370,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lacrimispora,Lacrimispora sphenoides,18.6167224080268,3.4537857253376,0.185520611504014,0.09,KOR-44-MGE-S8
13,NR_026493.1,1,1488,14,1454,97.7151,13.3441,31.2,1.86,69825,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lacrimispora,Lacrimispora indolis,13.3440860215054,2.18600856844714,0.163818530915056,0.06,KOR-44-MGE-S8
14,NR_026494.1,1,1499,2,1434,95.6638,1.88859,34.1,0,84030,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lacrimispora,Lacrimispora saccharolytica,1.88859239492995,0.431096755402883,0.228263523966415,0.01,KOR-44-MGE-S8
15,NR_027549.1,1,1473,11,1457,98.9138,10.5397,34.5,3.45,585054,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia fergusonii,10.5397148676171,1.53888164331197,0.146007900843706,0.05,KOR-44-MGE-S8
16,NR_028726.1,1,1502,1,1408,93.7417,0.937417,30.4,1,94868,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lacrimispora,Lacrimispora algidixylanolytica,0.937416777629827,0.242292483649508,0.258468260256791,0,KOR-44-MGE-S8
17,NR_028812.1,1,1408,2,1392,98.8636,1.89347,32.1,1,156456,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Anaeroglobus,Anaeroglobus geminatus,1.89346590909091,0.343504956067114,0.181415970796135,0.01,KOR-44-MGE-S8
18,NR_028847.1,1,1493,1,1406,94.1728,0.941728,31.4,57,194702,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Cardiobacteriales,Cardiobacteriaceae,Cardiobacterium,Cardiobacterium valvarum,0.941728064300067,0.234335438171824,0.24883556841432,0,KOR-44-MGE-S8
19,NR_028862.1,1,1537,67,1534,99.8048,64.1945,32.1,59.3,209880,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Allisonella,Allisonella histaminiformans,64.1945348080677,10.5664081186039,0.164599808226602,0.3,KOR-44-MGE-S8
20,NR_029097.1,1,1374,853,1329,96.7249,790.534,32.5,1.67,237576,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Oribacterium,Oribacterium sinus,790.534206695779,175.387254165555,0.221859158882734,3.76,KOR-44-MGE-S8
21,NR_029207.1,1,1426,4,1395,97.8261,3.69705,31.5,3,907,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera elsdenii,3.69705469845722,0.871831156087736,0.235817759594293,0.02,KOR-44-MGE-S8
22,NR_029356.1,1,1550,26,1461,94.2581,23.7819,33.3,48.8,292800,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Flavonifractor,Flavonifractor plautii,23.781935483871,6.16715169020609,0.259320848565445,0.11,KOR-44-MGE-S8
23,NR_036800.1,1,1481,14,1451,97.9743,13.2384,33.6,55.6,411470,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Mediterraneibacter,[Ruminococcus] gnavus,13.238352464551,2.10065330571704,0.158679360694019,0.06,KOR-44-MGE-S8
24,NR_036928.1,1,1431,1,1111,77.638,0.77638,31.3,1,154046,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Hungatella,Hungatella hathewayi,0.776380153738644,0.41681580946317,0.536870768084425,0,KOR-44-MGE-S8
25,NR_037088.1,1,1453,22,1452,99.9312,21.2168,31.1,2.64,76122,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,Alloprevotella tannerae,21.216792842395,2.50133714304958,0.117894215286462,0.1,KOR-44-MGE-S8
26,NR_040877.1,1,1494,13,1475,98.7282,11.3996,30.3,0.846,537011,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella copri,11.3995983935743,2.11245148551578,0.185309290080475,0.06,KOR-44-MGE-S8
27,NR_041277.1,1,1490,4,1462,98.1208,3.78255,28.8,1,484018,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola plebeius,3.78255033557047,0.709499160616323,0.187571637565352,0.02,KOR-44-MGE-S8
28,NR_041313.1,1,1485,3,1446,97.3737,2.84108,31.2,48.7,338188,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides finegoldii,2.84107744107744,0.558259639291049,0.196495748837925,0.01,KOR-44-MGE-S8
29,NR_041342.1,1,1488,385,1488,100,368.591,32.6,7.91,823,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis,368.590725806452,59.111225856035,0.160370898444891,1.7,KOR-44-MGE-S8
30,NR_041343.1,1,1492,541,1492,100,509.77,33,52.3,46503,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides merdae,509.770107238606,88.8480875454548,0.174290501313895,2.39,KOR-44-MGE-S8
31,NR_041351.1,1,1493,40,1477,98.9283,36.935,31.6,3.62,357276,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola dorei,36.9350301406564,7.52737176483853,0.20380034173988,0.18,KOR-44-MGE-S8
32,NR_041364.1,1,1488,3,1434,96.371,2.8078,28.9,2.67,1002367,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella stercorea,2.80779569892473,0.627239535609743,0.223392156291837,0.01,KOR-44-MGE-S8
33,NR_041446.1,1,1456,38,1449,99.5192,36.2816,31.9,3.76,376804,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola barnesiae,36.2815934065934,4.72563722885714,0.130248888903495,0.17,KOR-44-MGE-S8
34,NR_041508.1,1,1461,9,1389,95.0719,8.30732,32.2,0.889,397865,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Barnesiellaceae,Barnesiella,Barnesiella viscericola,8.30732375085558,2.11760585216267,0.25490830930293,0.04,KOR-44-MGE-S8
35,NR_041590.1,1,1342,1331,1311,97.69,1246.09,33.2,8.15,742816,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas funiformis,1246.08792846498,269.370060324612,0.216172594382197,5.87,KOR-44-MGE-S8
36,NR_041627.1,1,1481,2,1417,95.6786,1.85415,27.6,0.5,762982,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Paraprevotella,Paraprevotella xylaniphila,1.85415259959487,0.459506904862754,0.247825828879002,0.01,KOR-44-MGE-S8
37,NR_041668.1,1,1484,27,1464,98.6523,25.8086,33.3,0.0741,742726,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Barnesiellaceae,Barnesiella,Barnesiella intestinihominis,25.8086253369272,3.77731897448284,0.146358782196672,0.12,KOR-44-MGE-S8
38,NR_042152.1,1,1456,14,1445,99.2445,12.3942,32.1,0.0714,168384,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Marvinbryantia,Marvinbryantia formatexigens,12.3942307692308,2.72417099070002,0.219793470157333,0.06,KOR-44-MGE-S8
39,NR_042499.1,1,1368,1,1354,98.9766,0.989766,31.4,4,657309,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides xylanisolvens,0.989766081871345,0.10068065772501,0.101721668957026,0,KOR-44-MGE-S8
40,NR_042745.1,1,1493,1,1401,93.8379,0.938379,26.6,1,204516,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola massiliensis,0.938379102478232,0.240546291560224,0.256342336402152,0,KOR-44-MGE-S8
