index,ref,startpos,endpos,number of reads,covbases,coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads,alias
0,NR_024640.1,1,1422,1,1385,97.398,0.97398,21.5,28,61645,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter asburiae,0.973980309423347,0.159249805863627,0.163504132807277,0,KOR-6-DRS-S83
1,NR_024896.1,1,1504,4,1461,97.141,3.71609,16.9,9.75,85401,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia,Mannheimia glucosida,3.71609042553192,0.765946295123919,0.206116161722379,0.01,KOR-6-DRS-S83
2,NR_024898.1,1,1504,6,1468,97.6064,5.64295,19.3,7,85403,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia,Mannheimia ruminalis,5.64295212765958,1.06391401702904,0.188538550914537,0.02,KOR-6-DRS-S83
3,NR_024899.1,1,1504,1,1329,88.3644,0.883644,17.6,1,85402,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia,Mannheimia granulomatis,0.883643617021277,0.320758450165298,0.362995266402264,0,KOR-6-DRS-S83
4,NR_025127.1,1,1453,2,1303,89.6765,1.67997,16.1,4.5,140626,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lachnobacterium,Lachnobacterium bovis,1.67997247075017,0.651437908863061,0.387767014165517,0.01,KOR-6-DRS-S83
5,NR_025230.1,1,1411,8,1411,100,7.3579,16.9,2.38,187326,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera micronuciformis,7.35790219702339,1.16882052159619,0.158852413405146,0.03,KOR-6-DRS-S83
6,NR_025514.1,1,1518,1537,1509,99.4071,1438.33,18.9,35,158847,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas hypermegale,1438.33003952569,244.63115745389,0.170079989106367,5.22,KOR-6-DRS-S83
7,NR_025518.1,1,1494,5837,1471,98.4605,5365.72,18.9,39.8,179995,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,Anaerobiospirillum thomasii,5365.71619812584,1170.57379397685,0.218157977566109,19.83,KOR-6-DRS-S83
8,NR_025525.1,1,1475,6,1453,98.5085,5.49153,19.6,43,185008,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Butyrivibrio,Butyrivibrio hungatei,5.49152542372881,0.98311527797821,0.179024078397267,0.02,KOR-6-DRS-S83
9,NR_025567.1,1,1498,47,1489,99.3992,43.8885,19,6.13,208479,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Enterocloster,Enterocloster bolteae,43.888518024032,7.83924928370098,0.178617315795636,0.16,KOR-6-DRS-S83
