index,ref,startpos,endpos,number of reads,covbases,coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads,alias
0,NR_024640.1,1,1422,625,1422,100,614.835,35.8,7.88,61645,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter asburiae,614.834739803094,10.8627210149764,0.0176677085918328,4.27,JAR-44-MGE-S10
1,NR_025230.1,1,1411,3,1397,99.0078,2.87314,33.8,1,187326,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera micronuciformis,2.8731396172927,0.450604000869466,0.156833311600103,0.02,JAR-44-MGE-S10
2,NR_025514.1,1,1518,161,1508,99.3412,152.321,31.6,32.1,158847,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas hypermegale,152.320816864295,26.1632565544003,0.171764156029373,1.1,JAR-44-MGE-S10
3,NR_025525.1,1,1475,8,1466,99.3898,7.61085,31.5,44.9,185008,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Butyrivibrio,Butyrivibrio hungatei,7.61084745762712,1.15331697929669,0.151535947306486,0.05,JAR-44-MGE-S10
4,NR_025567.1,1,1498,13,1456,97.1963,12.3204,32.7,11.3,208479,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Enterocloster,Enterocloster bolteae,12.3204272363151,2.31058597896252,0.187541059627539,0.09,JAR-44-MGE-S10
5,NR_025569.1,1,1494,1,1440,96.3855,0.963855,37,1,208962,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia albertii,0.963855421686747,0.186712297659196,0.193714008821416,0.01,JAR-44-MGE-S10
6,NR_025796.1,1,1435,1,1308,91.1498,0.911498,33.8,1,259063,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerocolumna,Anaerocolumna jejuensis,0.911498257839721,0.284122224501743,0.311709015412845,0.01,JAR-44-MGE-S10
7,NR_025981.1,1,1477,1,1390,94.1097,0.941097,29.9,1,831,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Butyrivibrio,Butyrivibrio fibrisolvens,0.941096817874069,0.235523149391055,0.25026452636733,0.01,JAR-44-MGE-S10
8,NR_026100.1,1,1499,18,1468,97.932,17.0847,34.3,2.78,1286362,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lacrimispora,Lacrimispora celerecrescens,17.0847231487658,3.18460081483865,0.18640049283261,0.12,JAR-44-MGE-S10
9,NR_026330.1,1,1474,1,1420,96.3365,0.963365,31.6,4,53442,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium callanderi,0.963364993215739,0.187927759866602,0.195074308481248,0.01,JAR-44-MGE-S10
