index,ref,startpos,endpos,number of reads,covbases,coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads,alias
0,NR_024946.1,1,1458,53,1384,94.9246,49.8169,40,16.2,296,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas fragi,49.8168724279835,11.5689602266728,0.232229757967988,0.22,HAM-67-MGE-L208
1,NR_025230.1,1,1411,3,1350,95.6768,2.74061,37.4,3.33,187326,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera micronuciformis,2.74060949681077,0.701094926764756,0.255817155848221,0.01,HAM-67-MGE-L208
2,NR_025452.1,1,1380,11,1356,98.2609,8.63551,37.6,7.73,158787,Bacteria,unclassified Bacteria kingdom,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium scardovii,8.63550724637681,3.47973102751891,0.402956181755148,0.05,HAM-67-MGE-L208
3,NR_025514.1,1,1518,30,1406,92.6219,26.5204,38.8,15.1,158847,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas hypermegale,26.5204216073781,7.77929180382962,0.293332131705831,0.12,HAM-67-MGE-L208
4,NR_025518.1,1,1494,6,1356,90.7631,5.32731,38,36.8,179995,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,Anaerobiospirillum thomasii,5.32730923694779,1.76156513080518,0.330666956329054,0.02,HAM-67-MGE-L208
5,NR_025525.1,1,1475,1,1036,70.2373,0.702373,38.4,60,185008,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Butyrivibrio,Butyrivibrio hungatei,0.702372881355932,0.457369695774426,0.651177896976138,0,HAM-67-MGE-L208
6,NR_025567.1,1,1498,7,1387,92.5901,6.39519,39.1,15.1,208479,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Enterocloster,Enterocloster bolteae,6.39519359145527,1.85262733759644,0.289690579511427,0.03,HAM-67-MGE-L208
7,NR_026100.1,1,1499,1,1345,89.7265,0.897265,34.5,1,1286362,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lacrimispora,Lacrimispora celerecrescens,0.897264843228819,0.303713977526585,0.338488663429257,0,HAM-67-MGE-L208
8,NR_026312.1,1,1482,5,1348,90.9582,4.01687,38.6,9.4,180164,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia schinkii,4.01686909581646,1.67125644079167,0.416059473417311,0.02,HAM-67-MGE-L208
9,NR_026314.1,1,1458,2,1147,78.6694,1.5487,39.1,3.5,53443,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia hydrogenotrophica,1.54869684499314,0.821403173629273,0.530383448694189,0.01,HAM-67-MGE-L208
