index,ref,startpos,endpos,number of reads,covbases,coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads,alias
0,NR_024815.1,1,1490,10,1449,97.2483,9.25168,19.1,9.6,228603,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella shahii,9.25167785234899,1.8241387206318,0.197168421744025,0.1,IVY-44-MGE-S54
1,NR_025230.1,1,1411,20,1408,99.7874,19.2147,20.2,1.85,187326,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera micronuciformis,19.214741318214,2.00069728635239,0.104123040389615,0.21,IVY-44-MGE-S54
2,NR_025514.1,1,1518,964,1508,99.3412,903.132,19.6,36.5,158847,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas hypermegale,903.132411067194,154.675236322094,0.171265292250248,10.08,IVY-44-MGE-S54
3,NR_025518.1,1,1494,238,1461,97.7912,219.745,19.5,39.8,179995,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,Anaerobiospirillum thomasii,219.744979919679,48.0348433297148,0.218593586744382,2.49,IVY-44-MGE-S54
4,NR_025525.1,1,1475,5,1444,97.8983,4.7139,19.4,45.4,185008,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Butyrivibrio,Butyrivibrio hungatei,4.71389830508475,0.838872848449341,0.177957349555987,0.05,IVY-44-MGE-S54
5,NR_025567.1,1,1498,19,1475,98.4646,17.6509,20.4,8.63,208479,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Enterocloster,Enterocloster bolteae,17.650867823765,3.25496423414306,0.18440816999154,0.2,IVY-44-MGE-S54
6,NR_025796.1,1,1435,3,1393,97.0732,2.7784,21,5,259063,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerocolumna,Anaerocolumna jejuensis,2.77839721254355,0.651963194273101,0.234654422819639,0.03,IVY-44-MGE-S54
7,NR_025981.1,1,1477,7,1444,97.7657,6.4455,20.6,6,831,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Butyrivibrio,Butyrivibrio fibrisolvens,6.44549763033175,1.53700130371328,0.238461231679046,0.07,IVY-44-MGE-S54
9,NR_026075.1,1,1468,1,1172,79.8365,0.798365,17.6,1,13335,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,Anaerobiospirillum succiniciproducens,0.798365122615804,0.401357679093515,0.502724464939659,0.01,IVY-44-MGE-S54
10,NR_026100.1,1,1499,8,1449,96.6644,7.53569,20.6,1.5,1286362,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lacrimispora,Lacrimispora celerecrescens,7.53569046030687,1.50806478179725,0.20012297343432,0.08,IVY-44-MGE-S54
11,NR_026314.1,1,1458,2,1446,99.177,1.90123,19.6,11,53443,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia hydrogenotrophica,1.90123456790123,0.324875540054319,0.170876095742856,0.02,IVY-44-MGE-S54
12,NR_026331.1,1,1488,92,1488,100,87.8777,19.4,7.63,623,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella flexneri,87.877688172043,11.4518300310795,0.130315558696305,0.96,IVY-44-MGE-S54
13,NR_026332.1,1,1487,1,1412,94.9563,0.949563,18.6,1,622,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella dysenteriae,0.949562878278413,0.21891881622225,0.230546940313375,0.01,IVY-44-MGE-S54
14,NR_026476.1,1,1463,4,1437,98.2228,3.33903,17.3,10.5,83771,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinivibrio,Succinivibrio dextrinosolvens,3.33902939166097,1.04411628233499,0.312700536551913,0.04,IVY-44-MGE-S54
15,NR_026493.1,1,1488,5,1455,97.7823,4.62433,18.2,2.6,69825,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lacrimispora,Lacrimispora indolis,4.62432795698925,0.885890039475758,0.191571628940551,0.05,IVY-44-MGE-S54
16,NR_027549.1,1,1473,76,1464,99.389,73.4175,20.4,4.33,585054,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia fergusonii,73.4175152749491,8.07119425502707,0.109935540923721,0.79,IVY-44-MGE-S54
17,NR_027579.1,1,1402,1,1288,91.8688,0.918688,17.2,4,471875,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Mediterraneibacter,[Ruminococcus] lactaris,0.918687589158345,0.273411818040384,0.297611311252033,0.01,IVY-44-MGE-S54
18,NR_028862.1,1,1537,332,1532,99.6747,311.863,20.1,59.2,209880,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Allisonella,Allisonella histaminiformans,311.862719583604,54.1549308229897,0.173649902416348,3.47,IVY-44-MGE-S54
19,NR_029097.1,1,1374,314,1324,96.361,287.309,20,1.43,237576,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Oribacterium,Oribacterium sinus,287.308588064047,63.7504532560946,0.221888436004159,3.28,IVY-44-MGE-S54
20,NR_029207.1,1,1426,3,1366,95.7924,2.67111,19.1,1,907,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera elsdenii,2.6711079943899,0.740198953515315,0.277113076322615,0.03,IVY-44-MGE-S54
21,NR_036777.1,1,1418,1,1154,81.3822,0.813822,15.6,1,33039,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Mediterraneibacter,[Ruminococcus] torques,0.813822284908322,0.389387339939487,0.478467285991501,0.01,IVY-44-MGE-S54
22,NR_036800.1,1,1481,7,1451,97.9743,6.53072,19.5,45.7,411470,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Mediterraneibacter,[Ruminococcus] gnavus,6.53072248480756,1.11889548787997,0.171327979482034,0.07,IVY-44-MGE-S54
23,NR_036907.1,1,1477,6,1476,99.9323,5.88219,21,0.167,1288,Bacteria,unclassified Bacteria kingdom,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus xylosus,5.88219363574814,0.396035308009048,0.0673278257285179,0.06,IVY-44-MGE-S54
24,NR_040877.1,1,1494,5,1462,97.8581,4.4759,16.4,1,537011,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella copri,4.47590361445783,0.923980051758991,0.206434304969034,0.05,IVY-44-MGE-S54
25,NR_041277.1,1,1490,1,1386,93.0201,0.930201,20.9,1,484018,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola plebeius,0.930201342281879,0.254892937133379,0.274019102690284,0.01,IVY-44-MGE-S54
26,NR_041342.1,1,1488,74,1487,99.9328,69.8401,19.7,8.18,823,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis,69.8400537634409,11.4390267689217,0.163788916996935,0.77,IVY-44-MGE-S54
27,NR_041343.1,1,1492,38,1461,97.9223,35.2902,20.2,49.9,46503,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides merdae,35.2902144772118,6.21789336848874,0.176193130605762,0.4,IVY-44-MGE-S54
28,NR_041351.1,1,1493,5,1448,96.9859,4.61554,19.8,3.6,357276,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola dorei,4.61553918285332,0.98423208418956,0.213243143476275,0.05,IVY-44-MGE-S54
29,NR_041446.1,1,1456,9,1447,99.3819,8.39629,18.8,4,376804,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola barnesiae,8.39629120879121,1.17134749922318,0.139507726696847,0.09,IVY-44-MGE-S54
30,NR_041464.1,1,1492,4,1453,97.3861,3.59584,16.8,10.5,387661,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides johnsonii,3.59584450402145,0.817027966968989,0.227214487738626,0.04,IVY-44-MGE-S54
31,NR_041508.1,1,1461,2,1378,94.319,1.82888,21.8,1,397865,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Barnesiellaceae,Barnesiella,Barnesiella viscericola,1.82888432580424,0.505599523047843,0.276452433822192,0.02,IVY-44-MGE-S54
32,NR_041541.1,1,1467,2,1433,97.6823,1.7137,18,1,407975,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella pleuritidis,1.71370143149284,0.500855067786089,0.292265069388303,0.02,IVY-44-MGE-S54
33,NR_041590.1,1,1342,1514,1310,97.6155,1404.21,20.8,9.58,742816,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas funiformis,1404.21162444113,304.64051980609,0.216947726755456,15.83,IVY-44-MGE-S54
34,NR_042152.1,1,1456,1,1078,74.0385,0.740385,18.9,0,168384,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Marvinbryantia,Marvinbryantia formatexigens,0.740384615384615,0.438574216499638,0.592359980726784,0.01,IVY-44-MGE-S54
35,NR_042499.1,1,1368,1,1346,98.3918,0.983918,21.2,31,657309,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides xylanisolvens,0.983918128654971,0.125836480878286,0.127893243567233,0.01,IVY-44-MGE-S54
36,NR_042745.1,1,1493,2,1454,97.3878,1.8714,18,0,204516,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola massiliensis,1.87139986604153,0.405482513250893,0.216673368748598,0.02,IVY-44-MGE-S54
37,NR_042832.1,1,1456,5,1447,99.3819,4.70124,18.3,2.8,301302,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Roseburia,Roseburia faecis,4.70123626373626,0.692144322159608,0.147226023822409,0.05,IVY-44-MGE-S54
39,NR_043656.1,1,1540,1,1342,87.1429,0.871429,16.9,1,349094,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera sueciensis,0.871428571428571,0.334833716009567,0.384235411814257,0.01,IVY-44-MGE-S54
40,NR_043657.1,1,1553,352,1519,97.8107,318.553,19.2,10.5,349095,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera paucivorans,318.553122987766,71.2619761473734,0.223705156235779,3.68,IVY-44-MGE-S54
41,NR_043681.1,1,1420,1,1306,91.9718,0.919718,16,1,358743,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Enterocloster,Enterocloster citroniae,0.919718309859155,0.271824529019039,0.295551938137087,0.01,IVY-44-MGE-S54
42,NR_044049.1,1,1440,1,1353,93.9583,0.939583,18,1,33043,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Coprococcus,Coprococcus eutactus,0.939583333333333,0.238339970685005,0.253665600729052,0.01,IVY-44-MGE-S54
43,NR_044270.1,1,1454,9,1449,99.6561,8.62242,19.2,1.22,439703,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella maculosa,8.62242090784044,1.02739793146056,0.119154230864135,0.09,IVY-44-MGE-S54
44,NR_044289.1,1,1454,1,1327,91.2655,0.912655,16.2,6,460384,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Enterocloster,Enterocloster lavalensis,0.912654745529574,0.282437469319992,0.30946803345235,0.01,IVY-44-MGE-S54
45,NR_044473.1,1,1399,65,1399,100,60.6126,18.3,2.48,491921,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas rupellensis,60.6125804145818,6.10049474908567,0.100647336037488,0.68,IVY-44-MGE-S54
46,NR_044490.1,1,1482,2,1446,97.5709,1.8637,17.9,52,501571,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Butyricicoccus,Butyricicoccus pullicaecorum,1.86369770580297,0.407945178239038,0.218890207874821,0.02,IVY-44-MGE-S54
47,NR_074376.1,1,1497,8,1449,96.7936,7.37542,18.8,6.25,435591,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis,7.37541750167001,1.51088195461781,0.204853752926625,0.08,IVY-44-MGE-S54
48,NR_074515.1,1,1510,10,1490,98.6755,9.37881,20.4,18.2,435590,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola vulgatus,9.37880794701987,1.8508540206891,0.197344271376963,0.1,IVY-44-MGE-S54
49,NR_074902.1,1,1542,28,1484,96.2387,25.7944,20,1.71,585054,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia fergusonii,25.7944228274968,6.00355897239736,0.232746396868303,0.29,IVY-44-MGE-S54
50,NR_102893.1,1,1537,1,1284,83.5394,0.835394,18.1,1,43305,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Butyrivibrio,Butyrivibrio proteoclasticus,0.835393623942746,0.370945605831045,0.444036912899,0.01,IVY-44-MGE-S54
51,NR_102980.1,1,1552,461,1526,98.3247,425.777,19.9,1.73,1064535,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera elsdenii,425.77706185567,92.7846617953413,0.217918413432036,4.82,IVY-44-MGE-S54
52,NR_104700.1,1,1493,2,1355,90.7569,1.7294,17.5,1,1532,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia coccoides,1.72940388479571,0.618459975199071,0.357614540268092,0.02,IVY-44-MGE-S54
53,NR_104735.1,1,1511,6,1412,93.448,5.34083,19.2,1.33,45851,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Butyrivibrio,Butyrivibrio crossotus,5.34083388484447,1.5652413539862,0.293070593044999,0.06,IVY-44-MGE-S54
54,NR_104799.1,1,1515,1,1284,84.7525,0.847525,15.3,1,649756,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerostipes,Anaerostipes hadrus,0.847524752475248,0.359599639609093,0.424293967295776,0.01,IVY-44-MGE-S54
55,NR_104803.1,1,1521,12,1477,97.1072,11,19.1,6.25,39482,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Faecalicatena,Faecalicatena contorta,11,2.44572667061723,0.22233878823793,0.13,IVY-44-MGE-S54
56,NR_104826.1,1,1530,2,1461,95.4902,1.85686,17.5,0.5,624,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella sonnei,1.85686274509804,0.461502183087384,0.248538662486342,0.02,IVY-44-MGE-S54
57,NR_104899.1,1,1480,3,1439,97.2297,2.85608,20.3,1.67,384636,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Hungatella,Hungatella xylanolytica,2.85608108108108,0.550582253894085,0.192775428380233,0.03,IVY-44-MGE-S54
