index,ref,startpos,endpos,number of reads,covbases,coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads,alias
0,NR_025230.1,1,1411,24,1411,100,22.4777,18.3,1.17,187326,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera micronuciformis,22.4776754075124,2.68672158779239,0.119528444960747,0.25,GIN-55-DRS-S96
1,NR_025514.1,1,1518,1382,1510,99.473,1294.32,18.7,33.1,158847,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas hypermegale,1294.32476943347,219.515519290565,0.169598484456608,14.65,GIN-55-DRS-S96
2,NR_025567.1,1,1498,53,1459,97.3965,49.6923,18.6,9.06,208479,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Enterocloster,Enterocloster bolteae,49.6922563417891,9.10046098994453,0.183136401119533,0.56,GIN-55-DRS-S96
3,NR_025796.1,1,1435,3,1394,97.1429,2.67108,17.6,1,259063,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerocolumna,Anaerocolumna jejuensis,2.67108013937282,0.730272787621371,0.273399804392556,0.03,GIN-55-DRS-S96
4,NR_025981.1,1,1477,15,1465,99.1875,13.5619,18.9,4.6,831,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Butyrivibrio,Butyrivibrio fibrisolvens,13.5619498984428,3.37389765037585,0.248776737537074,0.16,GIN-55-DRS-S96
5,NR_026100.1,1,1499,4,1447,96.531,3.66244,17.6,1,1286362,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lacrimispora,Lacrimispora celerecrescens,3.66244162775183,0.841669879868104,0.22981113841936,0.04,GIN-55-DRS-S96
6,NR_026106.1,1,1489,1,1111,74.6138,0.746138,16.7,6,29322,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,[Eubacterium] cellulosolvens,0.746138347884486,0.435365604224339,0.583491795400576,0.01,GIN-55-DRS-S96
7,NR_026409.1,1,1495,2,1450,96.99,1.90702,22.6,1,29370,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lacrimispora,Lacrimispora sphenoides,1.90702341137124,0.380301661230318,0.199421600680226,0.02,GIN-55-DRS-S96
8,NR_026493.1,1,1488,3,1454,97.7151,2.86358,19.3,1.67,69825,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lacrimispora,Lacrimispora indolis,2.8635752688172,0.512982614838972,0.179140608045151,0.03,GIN-55-DRS-S96
9,NR_026494.1,1,1499,1,1380,92.0614,0.920614,15.7,0,84030,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lacrimispora,Lacrimispora saccharolytica,0.920613742494997,0.27043089208606,0.293750657418119,0.01,GIN-55-DRS-S96
