index,ref,startpos,endpos,number of reads,covbases,coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads,alias
0,NR_025230.1,1,1411,4,1398,99.0787,3.57123,18.4,2,187326,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera micronuciformis,3.57122608079376,0.69526859898729,0.194686245916068,0.13,GRO-44-DRS-S68
1,NR_025514.1,1,1518,98,1487,97.9578,91.9631,19.6,32.9,158847,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas hypermegale,91.9631093544137,15.8859633842556,0.172742782358883,3.14,GRO-44-DRS-S68
2,NR_025518.1,1,1494,1281,1465,98.0589,1180.28,19.5,41.3,179995,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,Anaerobiospirillum thomasii,1180.27510040161,257.84488337099,0.218461681758138,41.02,GRO-44-DRS-S68
3,NR_025525.1,1,1475,1,1276,86.5085,0.865085,17.6,1,185008,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Butyrivibrio,Butyrivibrio hungatei,0.865084745762712,0.341748898517975,0.395046728302519,0.03,GRO-44-DRS-S68
4,NR_025567.1,1,1498,7,1473,98.3311,6.48665,20.3,14.3,208479,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Enterocloster,Enterocloster bolteae,6.48664886515354,1.2390422792389,0.191014236317781,0.22,GRO-44-DRS-S68
5,NR_025981.1,1,1477,2,1400,94.7867,1.79012,16.8,5,831,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Butyrivibrio,Butyrivibrio fibrisolvens,1.79011509817197,0.51988616668443,0.290420525035137,0.06,GRO-44-DRS-S68
6,NR_026075.1,1,1468,9,1418,96.594,7.50204,16.3,12.3,13335,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,Anaerobiospirillum succiniciproducens,7.50204359673025,2.29444572067101,0.30584276018751,0.29,GRO-44-DRS-S68
7,NR_026100.1,1,1499,4,1446,96.4643,3.79186,21.3,1,1286362,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lacrimispora,Lacrimispora celerecrescens,3.79186124082722,0.773846834537145,0.204081000170862,0.13,GRO-44-DRS-S68
8,NR_026312.1,1,1482,2,1353,91.2955,1.63495,18.8,29.5,180164,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia schinkii,1.63495276653171,0.637299674841258,0.389796994682107,0.06,GRO-44-DRS-S68
9,NR_026331.1,1,1488,3,1464,98.3871,2.90793,20.4,8.33,623,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella flexneri,2.90793010752688,0.432681715040885,0.148793712036246,0.1,GRO-44-DRS-S68
10,NR_026409.1,1,1495,2,1433,95.8528,1.85217,20.5,1,29370,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lacrimispora,Lacrimispora sphenoides,1.85217391304348,0.457226985116526,0.246859639851645,0.06,GRO-44-DRS-S68
11,NR_026476.1,1,1463,12,1439,98.3595,10.4744,17.3,2.17,83771,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinivibrio,Succinivibrio dextrinosolvens,10.4743677375256,2.13670751585599,0.203993937333419,0.38,GRO-44-DRS-S68
12,NR_026493.1,1,1488,3,1455,97.7823,2.87903,20.7,2.33,69825,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lacrimispora,Lacrimispora indolis,2.87903225806452,0.497624353919428,0.172844313406188,0.1,GRO-44-DRS-S68
13,NR_027549.1,1,1473,1,1379,93.6185,0.936185,18.8,1,585054,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia fergusonii,0.936184657162254,0.244506709715621,0.261173592031262,0.03,GRO-44-DRS-S68
14,NR_028862.1,1,1537,12,1513,98.4385,11.2271,20.5,59.5,209880,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Allisonella,Allisonella histaminiformans,11.2270657124268,1.99213199536454,0.177440129628842,0.38,GRO-44-DRS-S68
