index,ref,startpos,endpos,number of reads,covbases,coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads,alias
0,NR_024815.1,1,1490,4,1456,97.7181,3.48255,21.4,14,228603,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella shahii,3.48255033557047,0.869622517833103,0.249708527957472,0.02,IRI-22-MGE-S188
2,NR_025230.1,1,1411,49,1411,100,47.1892,32.7,4.2,187326,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera micronuciformis,47.1892274982282,5.07311620055938,0.107505811591212,0.3,IRI-22-MGE-S188
3,NR_025514.1,1,1518,494,1510,99.473,463.493,28.6,24.3,158847,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas hypermegale,463.493412384717,77.8203203781631,0.167899517660392,3.05,IRI-22-MGE-S188
4,NR_025518.1,1,1494,1,1423,95.2477,0.952477,30.8,36,179995,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,Anaerobiospirillum thomasii,0.952476572958501,0.212826852258433,0.223445760558045,0.01,IRI-22-MGE-S188
5,NR_025525.1,1,1475,10,1449,98.2373,9.61627,35,52.4,185008,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Butyrivibrio,Butyrivibrio hungatei,9.61627118644068,1.60452411005863,0.166855122838162,0.06,IRI-22-MGE-S188
6,NR_025567.1,1,1498,18,1454,97.0628,17.1128,34.2,13.1,208479,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Enterocloster,Enterocloster bolteae,17.1128170894526,3.20715777544253,0.187412613521081,0.11,IRI-22-MGE-S188
7,NR_025796.1,1,1435,1,1331,92.7526,0.927526,38.2,10,259063,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerocolumna,Anaerocolumna jejuensis,0.927526132404181,0.259361298122449,0.279626944256736,0.01,IRI-22-MGE-S188
8,NR_025981.1,1,1477,5,1411,95.5315,4.54028,33.3,4.2,831,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Butyrivibrio,Butyrivibrio fibrisolvens,4.54028436018957,1.27484870258296,0.280786092113783,0.03,IRI-22-MGE-S188
9,NR_026030.1,1,1466,1,1447,98.704,0.98704,35,1,51048,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus,Actinobacillus porcinus,0.987039563437926,0.113142369178352,0.114627998075649,0.01,IRI-22-MGE-S188
10,NR_026100.1,1,1499,19,1469,97.9987,18.2475,37,1.79,1286362,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lacrimispora,Lacrimispora celerecrescens,18.2474983322215,3.4297428855302,0.187956881709859,0.12,IRI-22-MGE-S188
