index,ref,startpos,endpos,number of reads,covbases,coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads,alias
0,NR_025230.1,1,1411,1,1317,93.3381,0.933381,38.9,1,187326,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera micronuciformis,0.933380581148122,0.249450139459856,0.267254477431934,0.01,MAR-41-MGE-L202
1,NR_025514.1,1,1518,91,1406,92.6219,82.4394,37.8,19.1,158847,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas hypermegale,82.4393939393939,23.8031634343176,0.288735303559081,0.51,MAR-41-MGE-L202
2,NR_025518.1,1,1494,3690,1367,91.4993,3297.98,39.1,27.5,179995,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,Anaerobiospirillum thomasii,3297.98192771084,1071.94124863749,0.325029448958059,20.55,MAR-41-MGE-L202
3,NR_025567.1,1,1498,3,1384,92.3899,2.76569,41.7,13.3,208479,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Enterocloster,Enterocloster bolteae,2.76568758344459,0.799447179479832,0.289059105686891,0.02,MAR-41-MGE-L202
4,NR_025796.1,1,1435,1,1244,86.6899,0.866899,40.3,1,259063,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerocolumna,Anaerocolumna jejuensis,0.866898954703833,0.339802326190597,0.391974548298639,0.01,MAR-41-MGE-L202
5,NR_026075.1,1,1468,95,1337,91.0763,78.2255,38.9,4.54,13335,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,Anaerobiospirillum succiniciproducens,78.2254768392371,29.9136494957208,0.382402903816068,0.53,MAR-41-MGE-L202
6,NR_026331.1,1,1488,65,1389,93.3468,60.0141,40.6,9.25,623,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella flexneri,60.0141129032258,16.0957688582189,0.268199729689811,0.36,MAR-41-MGE-L202
7,NR_026332.1,1,1487,10,1388,93.3423,8.97848,39.1,5.3,622,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella dysenteriae,8.97848016139879,2.52408470746809,0.281126054977533,0.06,MAR-41-MGE-L202
8,NR_026476.1,1,1463,94,1354,92.5496,84.2187,37.7,2.06,83771,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinivibrio,Succinivibrio dextrinosolvens,84.2187286397813,24.7238372937997,0.293566973678123,0.52,MAR-41-MGE-L202
9,NR_028827.1,1,1456,1,1124,77.1978,0.771978,40.2,1,626523,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Shuttleworthia,Shuttleworthia satelles,0.771978021978022,0.419701009021517,0.543669634462036,0.01,MAR-41-MGE-L202
10,NR_028862.1,1,1537,7,1431,93.1034,6.2661,39.6,51.1,209880,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Allisonella,Allisonella histaminiformans,6.26610279765778,1.7788111878527,0.283878392246869,0.04,MAR-41-MGE-L202
11,NR_029097.1,1,1374,92,1282,93.3042,82.8464,38.8,1.43,237576,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Oribacterium,Oribacterium sinus,82.8464337700146,23.2565820163534,0.280719168684011,0.51,MAR-41-MGE-L202
12,NR_029137.1,1,1514,12,1377,90.9511,10.8408,39.9,8.17,78257,Bacteria,unclassified Bacteria kingdom,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium pullorum,10.8408190224571,3.44023060836611,0.317340470423828,0.07,MAR-41-MGE-L202
13,NR_029207.1,1,1426,2,1414,99.1585,1.93408,38.4,1,907,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera elsdenii,1.93408134642356,0.280104800642595,0.144825759868144,0.01,MAR-41-MGE-L202
14,NR_036856.1,1,1517,3,1378,90.8372,2.68886,38.7,7,78448,Bacteria,unclassified Bacteria kingdom,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium pullorum,2.68885959129862,0.884915260277128,0.329104302486002,0.02,MAR-41-MGE-L202
15,NR_040877.1,1,1494,49,1401,93.7751,40.6981,38.6,1.24,537011,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella copri,40.6981258366801,14.3746831935117,0.353202583607822,0.27,MAR-41-MGE-L202
16,NR_041277.1,1,1490,9,1396,93.6913,8.31342,38.6,14.6,484018,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola plebeius,8.31342281879195,2.2411128183613,0.269577629721348,0.05,MAR-41-MGE-L202
17,NR_041278.1,1,1490,1,1368,91.8121,0.918121,38,6,470145,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola coprocola,0.918120805369128,0.274272636287583,0.29873262285709,0.01,MAR-41-MGE-L202
18,NR_041313.1,1,1485,7,1397,94.0741,6.51178,36.4,51.3,338188,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides finegoldii,6.51178451178451,1.6680451159335,0.256157910771587,0.04,MAR-41-MGE-L202
19,NR_041342.1,1,1488,382,1397,93.8844,352.561,38.9,9.57,823,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis,352.561155913979,92.5587199243604,0.262532381607416,2.13,MAR-41-MGE-L202
20,NR_041343.1,1,1492,445,1399,93.7668,408.948,38.8,52.3,46503,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides merdae,408.947721179625,108.865849807737,0.26620969911193,2.48,MAR-41-MGE-L202
21,NR_041351.1,1,1493,84,1402,93.9049,76.7917,37.8,35.3,357276,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola dorei,76.7916945746819,20.3720129640377,0.265289274795537,0.47,MAR-41-MGE-L202
22,NR_041446.1,1,1456,6,1373,94.2995,5.32555,39.8,10.7,376804,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola barnesiae,5.32554945054945,1.45769425811117,0.273717157571559,0.03,MAR-41-MGE-L202
23,NR_041461.1,1,1492,2,1393,93.3646,1.8311,39.2,5.5,387090,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola coprophilus,1.83109919571046,0.522746832014931,0.285482530514743,0.01,MAR-41-MGE-L202
24,NR_041464.1,1,1492,7,1399,93.7668,6.2433,38.4,1.14,387661,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides johnsonii,6.24329758713137,1.74241346374871,0.279085441536563,0.04,MAR-41-MGE-L202
25,NR_041590.1,1,1342,93,1204,89.7168,81.4382,38.6,7.84,742816,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas funiformis,81.4381520119225,28.0803997314947,0.344806445600384,0.52,MAR-41-MGE-L202
26,NR_042745.1,1,1493,1,1371,91.8285,0.918285,33.4,1,204516,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola massiliensis,0.91828533154722,0.274021303119872,0.298405401574011,0.01,MAR-41-MGE-L202
27,NR_042825.1,1,1427,3,1337,93.6931,2.76454,37.3,43.7,883106,Bacteria,unclassified Bacteria kingdom,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Paraeggerthella,Paraeggerthella hongkongensis,2.7645409950946,0.756869324361701,0.273777573096108,0.02,MAR-41-MGE-L202
28,NR_042842.1,1,1506,1,1142,75.83,0.7583,40.2,1,28129,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella denticola,0.758300132802125,0.428255557835807,0.564757329335136,0.01,MAR-41-MGE-L202
29,NR_043224.1,1,1455,1,1339,92.0275,0.920275,36.6,0,305719,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella baroniae,0.920274914089347,0.270960249289238,0.294434027420345,0.01,MAR-41-MGE-L202
30,NR_043657.1,1,1553,9,1421,91.5003,7.3973,39.1,3.22,349095,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera paucivorans,7.39729555698648,2.7831725390831,0.376241900521941,0.05,MAR-41-MGE-L202
31,NR_044054.1,1,1438,1,1258,87.4826,0.874826,36.6,1,1121115,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia wexlerae,0.874826147426982,0.33103106100791,0.378396395651332,0.01,MAR-41-MGE-L202
32,NR_044473.1,1,1399,11,1364,97.4982,9.47677,37.2,2.91,491921,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas rupellensis,9.47676912080057,2.57658030960886,0.271883832640127,0.06,MAR-41-MGE-L202
33,NR_044490.1,1,1482,8,1387,93.5897,7.41498,40.6,45.8,501571,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Butyricicoccus,Butyricicoccus pullicaecorum,7.41497975708502,1.97071528560814,0.265774870622556,0.04,MAR-41-MGE-L202
34,NR_044657.2,1,1470,7,1383,94.0816,6.36327,37.7,54.6,2153,Bacteria,unclassified Bacteria kingdom,Tenericutes,Mollicutes,Anaeroplasmatales,Anaeroplasmataceae,Asteroleplasma,Asteroleplasma anaerobium,6.36326530612245,1.82263514198824,0.286430795245105,0.04,MAR-41-MGE-L202
35,NR_074376.1,1,1497,36,1395,93.1864,33.0528,37.3,0.556,435591,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis,33.0527722110888,9.13098499774038,0.276254740129696,0.2,MAR-41-MGE-L202
36,NR_074515.1,1,1510,43,1396,92.4503,38.5901,38.7,20.7,435590,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola vulgatus,38.5900662251656,11.2415862357444,0.291307772579397,0.24,MAR-41-MGE-L202
37,NR_074799.1,1,1534,3,1366,89.0482,2.63233,41,1,90370,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,2.63233376792699,0.953120410050076,0.362081899211693,0.02,MAR-41-MGE-L202
38,NR_074902.1,1,1542,23,1401,90.856,20.2931,41.3,2.17,585054,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia fergusonii,20.2931258106355,6.53664889693582,0.322111485334112,0.13,MAR-41-MGE-L202
39,NR_102980.1,1,1552,127,1423,91.6881,114.624,39.3,2.84,1064535,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera elsdenii,114.623711340206,35.4383824038768,0.309171479352075,0.71,MAR-41-MGE-L202
40,NR_104700.1,1,1493,1,1361,91.1587,0.911587,38.9,1,1532,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia coccoides,0.91158740790355,0.283989127066046,0.311532525135641,0.01,MAR-41-MGE-L202
41,NR_104735.1,1,1511,3,1367,90.4699,2.66248,32.7,2,45851,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Butyrivibrio,Butyrivibrio crossotus,2.66247518199868,0.896594861817735,0.33675238285026,0.02,MAR-41-MGE-L202
42,NR_104826.1,1,1530,1,1373,89.7386,0.897386,38.4,1,624,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella sonnei,0.897385620915033,0.303553774001741,0.338264584284533,0.01,MAR-41-MGE-L202
