index,ref,startpos,endpos,number of reads,covbases,coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads,alias
0,NR_025230.1,1,1411,2,1398,99.0787,1.93834,21.2,1,187326,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera micronuciformis,1.93834160170092,0.276292217784896,0.142540518937656,0.08,KUB-20-MGE-S30
1,NR_025514.1,1,1518,299,1495,98.4848,279.797,19.4,33.1,158847,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas hypermegale,279.797101449275,47.7325380914066,0.170596971320162,12.25,KUB-20-MGE-S30
2,NR_025518.1,1,1494,130,1466,98.1258,118.952,19.3,40.9,179995,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,Anaerobiospirillum thomasii,118.951807228916,26.0492414602944,0.218989875539799,5.33,KUB-20-MGE-S30
3,NR_025525.1,1,1475,1,1411,95.661,0.95661,24.2,55,185008,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Butyrivibrio,Butyrivibrio hungatei,0.956610169491525,0.203802140938021,0.213046178514232,0.04,KUB-20-MGE-S30
4,NR_025567.1,1,1498,9,1456,97.1963,8.47597,20,5.56,208479,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Enterocloster,Enterocloster bolteae,8.47596795727637,1.61233448016424,0.190224230234388,0.37,KUB-20-MGE-S30
5,NR_025904.1,1,1536,1,1416,92.1875,0.921875,17.2,26,29391,Bacteria,unclassified Bacteria kingdom,Firmicutes,Bacilli,Bacillales,unclassified Bacillales family,Gemella,Gemella morbillorum,0.921875,0.268455590198444,0.291206063944075,0.04,KUB-20-MGE-S30
6,NR_026075.1,1,1468,1,1083,73.7738,0.737738,19.8,1,13335,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,Anaerobiospirillum succiniciproducens,0.737738419618529,0.44001401380758,0.596436354819509,0.04,KUB-20-MGE-S30
7,NR_026100.1,1,1499,8,1448,96.5977,7.52702,19.6,4.88,1286362,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lacrimispora,Lacrimispora celerecrescens,7.52701801200801,1.52058763729445,0.202017270965557,0.33,KUB-20-MGE-S30
8,NR_026312.1,1,1482,1,1295,87.3819,0.873819,21.6,3,180164,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia schinkii,0.873819163292848,0.332165143164357,0.380130302833651,0.04,KUB-20-MGE-S30
9,NR_026331.1,1,1488,50,1488,100,47.2796,19.1,6.2,623,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella flexneri,47.2795698924731,6.27650795169904,0.132753067889018,2.05,KUB-20-MGE-S30
10,NR_026332.1,1,1487,2,1457,97.9825,1.65703,20.9,8,622,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella dysenteriae,1.65702757229321,0.515626643719089,0.311175657147031,0.08,KUB-20-MGE-S30
11,NR_026409.1,1,1495,3,1452,97.1237,2.84682,19.2,0.667,29370,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lacrimispora,Lacrimispora sphenoides,2.84682274247492,0.556044073852156,0.195320932896845,0.12,KUB-20-MGE-S30
