index,ref,startpos,endpos,number of reads,covbases,coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads,alias
0,NR_025230.1,1,1411,1,1337,94.7555,0.947555,36.8,1,187326,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera micronuciformis,0.947554925584692,0.223001867646772,0.235344528982495,0,CHA-57-DRS-L131
1,NR_025300.1,1,1495,1,1285,85.9532,0.859532,38.4,0,77768,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella albensis,0.859531772575251,0.347588433404626,0.404392768824837,0,CHA-57-DRS-L131
2,NR_025452.1,1,1380,2,1350,97.8261,1.89783,33.7,2.5,158787,Bacteria,unclassified Bacteria kingdom,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium scardovii,1.89782608695652,0.367846050203583,0.193824951997306,0.01,CHA-57-DRS-L131
3,NR_025514.1,1,1518,61,1406,92.6219,55.083,38.1,27,158847,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas hypermegale,55.0830039525692,15.9502262534395,0.289567109796225,0.24,CHA-57-DRS-L131
4,NR_025518.1,1,1494,22,1356,90.7631,19.6138,39.4,24.3,179995,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,Anaerobiospirillum thomasii,19.6137884872825,6.4040214653849,0.3265060938909,0.08,CHA-57-DRS-L131
5,NR_025525.1,1,1475,1,1340,90.8475,0.908475,37.5,43,185008,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Butyrivibrio,Butyrivibrio hungatei,0.908474576271186,0.288452648908894,0.317513176970611,0,CHA-57-DRS-L131
6,NR_025567.1,1,1498,46,1390,92.7904,41.8097,39.2,20.7,208479,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Enterocloster,Enterocloster bolteae,41.8097463284379,11.979239938943,0.286517881377218,0.18,CHA-57-DRS-L131
7,NR_025981.1,1,1477,8,1351,91.4692,7.22004,38.6,4.88,831,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Butyrivibrio,Butyrivibrio fibrisolvens,7.22004062288423,2.29756068324639,0.318219910835982,0.03,CHA-57-DRS-L131
8,NR_026075.1,1,1468,2,1325,90.2589,1.65736,38.3,1,13335,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,Anaerobiospirillum succiniciproducens,1.65735694822888,0.648342517301136,0.391190635182108,0.01,CHA-57-DRS-L131
9,NR_026100.1,1,1499,14,1365,91.0607,12.5564,37.6,1.43,1286362,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lacrimispora,Lacrimispora celerecrescens,12.5563709139426,3.98595553921458,0.317444870538872,0.05,CHA-57-DRS-L131
