index,ref,startpos,endpos,number of reads,covbases,coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads,alias
0,NR_024815.1,1,1490,3,1442,96.7785,2.8698,36.1,38.3,228603,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella shahii,2.86979865771812,0.556264126206525,0.193833851274023,0.04,FRA-53-MGE-S147
1,NR_025230.1,1,1411,16,1401,99.2913,15.5868,39.1,2,187326,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera micronuciformis,15.586817859674,1.93843448060431,0.124363709004351,0.23,FRA-53-MGE-S147
2,NR_025514.1,1,1518,256,1508,99.3412,244.731,37.2,37,158847,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas hypermegale,244.731225296443,42.273167129323,0.172733034283294,3.75,FRA-53-MGE-S147
3,NR_025518.1,1,1494,23,1450,97.0549,21.8514,39.7,53.6,179995,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,Anaerobiospirillum thomasii,21.85140562249,4.73497284915612,0.216689623128078,0.34,FRA-53-MGE-S147
4,NR_025567.1,1,1498,14,1454,97.0628,13.4179,39.6,8.43,208479,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Enterocloster,Enterocloster bolteae,13.4178905206943,2.46368419966961,0.183611887119655,0.21,FRA-53-MGE-S147
5,NR_025981.1,1,1477,1,1236,83.6831,0.836831,34.8,1,831,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Butyrivibrio,Butyrivibrio fibrisolvens,0.836831415030467,0.369644569470071,0.441719279213022,0.01,FRA-53-MGE-S147
6,NR_026100.1,1,1499,10,1447,96.531,9.5984,39.1,1.2,1286362,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lacrimispora,Lacrimispora celerecrescens,9.59839893262175,1.84735154078639,0.19246455098963,0.15,FRA-53-MGE-S147
7,NR_026409.1,1,1495,1,1445,96.6555,0.966555,34.8,11,29370,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lacrimispora,Lacrimispora sphenoides,0.966555183946488,0.179855213220077,0.186078576999318,0.01,FRA-53-MGE-S147
8,NR_028812.1,1,1408,2,1393,98.9347,1.94105,33.7,1,156456,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Anaeroglobus,Anaeroglobus geminatus,1.94105113636364,0.277191781639051,0.142804986662197,0.03,FRA-53-MGE-S147
9,NR_028862.1,1,1537,50,1523,99.0891,48.3643,38.8,59.9,209880,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Allisonella,Allisonella histaminiformans,48.3643461288224,8.13756905084069,0.168255537440031,0.73,FRA-53-MGE-S147
10,NR_029097.1,1,1374,220,1322,96.2154,206.836,37.9,1.26,237576,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Oribacterium,Oribacterium sinus,206.836244541485,44.5691697502068,0.215480463054277,3.22,FRA-53-MGE-S147
11,NR_029356.1,1,1550,2,1453,93.7419,1.86387,36.7,57,292800,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Flavonifractor,Flavonifractor plautii,1.86387096774194,0.492865021188757,0.264430869796668,0.03,FRA-53-MGE-S147
12,NR_041342.1,1,1488,499,1488,100,481.995,38,8.7,823,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis,481.995295698925,78.6418634143698,0.163158985401162,7.31,FRA-53-MGE-S147
13,NR_041343.1,1,1492,97,1454,97.4531,93.3445,37.7,58.7,46503,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides merdae,93.3445040214477,16.2685569621,0.174285107973384,1.42,FRA-53-MGE-S147
14,NR_041351.1,1,1493,2,1437,96.2492,1.87609,35.2,0.5,357276,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola dorei,1.8760884125921,0.428599218110703,0.228453635358543,0.03,FRA-53-MGE-S147
15,NR_041446.1,1,1456,3,1436,98.6264,2.92308,36.5,7.33,376804,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola barnesiae,2.92307692307692,0.403919470202503,0.138182976648225,0.04,FRA-53-MGE-S147
16,NR_041590.1,1,1342,998,1309,97.541,944.227,38.6,6.12,742816,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas funiformis,944.227272727273,204.709272907898,0.216800847444941,14.61,FRA-53-MGE-S147
17,NR_041668.1,1,1484,1,1353,91.1725,0.911725,40.7,0,742726,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Barnesiellaceae,Barnesiella,Barnesiella intestinihominis,0.911725067385445,0.283789955647057,0.311267031914437,0.01,FRA-53-MGE-S147
18,NR_042745.1,1,1493,4,1452,97.2539,3.87006,38.5,0,204516,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola massiliensis,3.87006028131279,0.667510929399474,0.172480757631259,0.06,FRA-53-MGE-S147
19,NR_043224.1,1,1455,1,1229,84.4674,0.844674,40.4,0,305719,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella baroniae,0.8446735395189,0.362340151097226,0.428970642674096,0.01,FRA-53-MGE-S147
20,NR_043657.1,1,1553,105,1511,97.2956,98.4565,37.6,13.1,349095,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera paucivorans,98.4565357372827,21.8368970975004,0.221792255171044,1.54,FRA-53-MGE-S147
21,NR_044270.1,1,1454,17,1449,99.6561,16.2909,34.7,3.71,439703,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella maculosa,16.2909215955984,1.97993030059772,0.121535806858998,0.25,FRA-53-MGE-S147
22,NR_044473.1,1,1399,7,1395,99.7141,6.59042,35.9,4.57,491921,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas rupellensis,6.59042172980701,0.968868656927895,0.14701163243407,0.1,FRA-53-MGE-S147
23,NR_044657.2,1,1470,3,1414,96.1905,2.85374,35.8,34,2153,Bacteria,unclassified Bacteria kingdom,Tenericutes,Mollicutes,Anaeroplasmatales,Anaeroplasmataceae,Asteroleplasma,Asteroleplasma anaerobium,2.85374149659864,0.596994071057049,0.209196968880539,0.04,FRA-53-MGE-S147
24,NR_074376.1,1,1497,21,1448,96.7268,19.2492,36,0.286,435591,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis,19.24916499666,3.84284019437741,0.199636721647105,0.31,FRA-53-MGE-S147
25,NR_074515.1,1,1510,14,1450,96.0265,13.3424,35.8,25.5,435590,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola vulgatus,13.3423841059603,2.73625093810879,0.205079610688652,0.21,FRA-53-MGE-S147
26,NR_102980.1,1,1552,714,1526,98.3247,673.557,39.1,1.54,1064535,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera elsdenii,673.557345360825,148.288357838526,0.22015699013584,10.46,FRA-53-MGE-S147
