index,ref,startpos,endpos,number of reads,covbases,coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads,alias
0,NR_024946.1,1,1458,5,1382,94.7874,4.08573,38.5,1.2,296,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas fragi,4.08573388203018,1.54553028900286,0.378274829841561,0.02,JAR-2-MGE-L160
1,NR_025230.1,1,1411,9,1353,95.8894,8.18568,39.3,2,187326,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera micronuciformis,8.18568391211906,2.01507629952947,0.246170792955505,0.04,JAR-2-MGE-L160
2,NR_025452.1,1,1380,1,1326,96.087,0.96087,32,1,158787,Bacteria,unclassified Bacteria kingdom,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium scardovii,0.960869565217391,0.193975538259043,0.201874994568235,0,JAR-2-MGE-L160
3,NR_025514.1,1,1518,171,1406,92.6219,154.299,38.4,23.8,158847,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas hypermegale,154.29907773386,44.4759437299717,0.288245039329951,0.72,JAR-2-MGE-L160
4,NR_025518.1,1,1494,49,1357,90.83,43.6847,38.9,24,179995,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,Anaerobiospirillum thomasii,43.6847389558233,14.2314734751091,0.325776777320356,0.21,JAR-2-MGE-L160
5,NR_025567.1,1,1498,5,1389,92.7236,4.59079,41,22.8,208479,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Enterocloster,Enterocloster bolteae,4.59078771695594,1.31284005563741,0.28597272114946,0.02,JAR-2-MGE-L160
6,NR_025796.1,1,1435,2,1281,89.2683,1.7547,31.4,1,259063,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerocolumna,Anaerocolumna jejuensis,1.75470383275261,0.63248626598444,0.3604518632596,0.01,JAR-2-MGE-L160
7,NR_025981.1,1,1477,1,1321,89.4381,0.894381,33.7,1,831,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Butyrivibrio,Butyrivibrio fibrisolvens,0.894380501015572,0.307454094837815,0.343762072729336,0,JAR-2-MGE-L160
8,NR_026075.1,1,1468,8,1330,90.5995,6.95777,39.3,5.25,13335,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,Anaerobiospirillum succiniciproducens,6.95776566757493,2.33163558910364,0.335112692853353,0.03,JAR-2-MGE-L160
9,NR_026312.1,1,1482,2,1111,74.9663,1.45142,38.4,28,180164,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia schinkii,1.45141700404858,0.865343707904509,0.596206125111335,0.01,JAR-2-MGE-L160
