index,ref,startpos,endpos,number of reads,covbases,coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads,alias
0,NR_024570.1,1,1450,1,1385,95.5172,0.955172,15.7,1,562,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,0.955172413793104,0.206996675835976,0.216711321272321,0.01,IVY-44-DRS-S53
1,NR_024661.1,1,1508,1,1356,89.9204,0.899204,21.5,1,42322,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium ruminantium,0.89920424403183,0.301157956659318,0.334916075694876,0.01,IVY-44-DRS-S53
2,NR_024815.1,1,1490,5,1443,96.8456,4.57315,19.1,4.8,228603,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella shahii,4.57315436241611,0.98631542411508,0.215675078064495,0.04,IVY-44-DRS-S53
3,NR_025230.1,1,1411,50,1411,100,46.949,18.9,1.4,187326,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera micronuciformis,46.9489723600284,5.21062240261562,0.110984802024162,0.42,IVY-44-DRS-S53
4,NR_025514.1,1,1518,577,1509,99.4071,540.574,19.3,34.1,158847,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas hypermegale,540.573781291173,91.5503947389589,0.169357815542383,4.87,IVY-44-DRS-S53
5,NR_025518.1,1,1494,342,1463,97.925,316.023,19.7,42.1,179995,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,Anaerobiospirillum thomasii,316.023427041499,68.9027687923804,0.218030572725016,2.89,IVY-44-DRS-S53
6,NR_025525.1,1,1475,3,1438,97.4915,2.63119,15.6,35,185008,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Butyrivibrio,Butyrivibrio hungatei,2.63118644067797,0.660663200224449,0.251089466717614,0.03,IVY-44-DRS-S53
7,NR_025567.1,1,1498,46,1475,98.4646,42.8057,20.2,8.59,208479,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Enterocloster,Enterocloster bolteae,42.805740987984,7.86553964111984,0.183749643379092,0.39,IVY-44-DRS-S53
8,NR_025796.1,1,1435,4,1355,94.4251,3.51638,17.8,3,259063,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerocolumna,Anaerocolumna jejuensis,3.51637630662021,1.0139766490928,0.288358401000429,0.03,IVY-44-DRS-S53
9,NR_025981.1,1,1477,22,1456,98.5782,19.9804,19.6,2.86,831,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Butyrivibrio,Butyrivibrio fibrisolvens,19.980365605958,4.58526792892878,0.229488690014836,0.19,IVY-44-DRS-S53
