index,ref,startpos,endpos,number of reads,covbases,coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads,alias
0,NR_025518.1,1,1494,2,1451,97.1218,1.85542,19.1,54.5,179995,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,Anaerobiospirillum thomasii,1.85542168674699,0.425864303247575,0.229524267334732,13.33,CM-NTC-005-CTRL
1,NR_026331.1,1,1488,1,1460,98.1183,0.981183,22.5,1,623,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella flexneri,0.981182795698925,0.135924734601579,0.138531510333664,6.67,CM-NTC-005-CTRL
2,NR_029097.1,1,1374,1,1257,91.4847,0.914847,17.6,1,237576,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Oribacterium,Oribacterium sinus,0.914847161572052,0.279210621113186,0.305199199212026,6.67,CM-NTC-005-CTRL
3,NR_041277.1,1,1490,1,1289,86.5101,0.865101,21.1,57,484018,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola plebeius,0.86510067114094,0.341730706387253,0.395018427088446,6.67,CM-NTC-005-CTRL
4,NR_041342.1,1,1488,1,1363,91.5995,0.915995,17.4,18,823,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis,0.915994623655914,0.277489135912419,0.302937515948408,6.67,CM-NTC-005-CTRL
5,NR_041590.1,1,1342,1,1280,95.38,0.9538,23.3,1,742816,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas funiformis,0.953800298062593,0.209995594002074,0.22016725558655,6.67,CM-NTC-005-CTRL
6,NR_134080.1,1,1566,1,1441,92.0179,0.920179,13.8,1,879612,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera indica,0.920178799489144,0.271102765062204,0.294619660019022,6.67,CM-NTC-005-CTRL
7,NR_144722.1,1,1476,1,1333,90.3117,0.903117,15.4,5,1632013,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Drancourtella,Drancourtella massiliensis,0.903116531165312,0.295899277362221,0.327642410642639,6.67,CM-NTC-005-CTRL
8,NR_178978.1,1,1529,1,1249,81.6874,0.816874,15.8,1,1676614,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella rara,0.816873773708306,0.386896512535997,0.473630718708999,6.67,CM-NTC-005-CTRL
9,NR_179166.1,1,1538,1,1487,96.684,0.96684,21.3,6,2497436,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter quasiroggenkampii,0.966840052015605,0.179112324779622,0.18525538366581,6.67,CM-NTC-005-CTRL
10,NR_179270.1,1,1482,4,1481,99.9325,3.83603,18.3,54,2654621,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,Phascolarctobacterium wakonense,3.83603238866397,0.432598004371793,0.112772250216182,26.67,CM-NTC-005-CTRL
