index,ref,startpos,endpos,number of reads,covbases,coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads,alias
0,NR_025230.1,1,1411,2,1324,93.8342,1.79872,31.1,6.5,187326,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera micronuciformis,1.79872430900071,0.53318107562212,0.296421787904969,0.01,LAM-70-MGE-L144
1,NR_025514.1,1,1518,205,1406,92.6219,186.148,37.8,21.8,158847,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas hypermegale,186.147562582345,53.576336448833,0.28781648121303,1.21,LAM-70-MGE-L144
2,NR_025518.1,1,1494,16,1361,91.0977,14.1205,39.2,26.2,179995,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,Anaerobiospirillum thomasii,14.1204819277108,4.65287423164943,0.329512424255036,0.09,LAM-70-MGE-L144
3,NR_025569.1,1,1494,2,1364,91.2985,1.68206,37.8,4.5,208962,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia albertii,1.68206157965194,0.625415735989234,0.371815005797022,0.01,LAM-70-MGE-L144
4,NR_025863.1,1,1411,2,1399,99.1495,1.96031,33.9,60,46125,Bacteria,unclassified Bacteria kingdom,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Abiotrophia,Abiotrophia defectiva,1.9603118355776,0.234864473961737,0.119809751540134,0.01,LAM-70-MGE-L144
5,NR_025981.1,1,1477,2,1357,91.8754,1.67976,38.4,1,831,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Butyrivibrio,Butyrivibrio fibrisolvens,1.67975626269465,0.616795587630489,0.36719350380098,0.01,LAM-70-MGE-L144
6,NR_026075.1,1,1468,2,1138,77.5204,1.53678,38.8,1,13335,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,Anaerobiospirillum succiniciproducens,1.53678474114441,0.835891217069845,0.543922121745804,0.01,LAM-70-MGE-L144
7,NR_026094.1,1,1453,1,1360,93.5994,0.935994,38,0,1017,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga gingivalis,0.935994494150034,0.244847014635109,0.261590229606481,0.01,LAM-70-MGE-L144
8,NR_026314.1,1,1458,1,1132,77.6406,0.776406,38.9,1,53443,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia hydrogenotrophica,0.776406035665295,0.416795935897208,0.53682727432697,0.01,LAM-70-MGE-L144
9,NR_026331.1,1,1488,365,1389,93.3468,337.379,40.8,12.2,623,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella flexneri,337.379032258065,90.2551573424153,0.267518573215238,2.15,LAM-70-MGE-L144
10,NR_026332.1,1,1487,16,1388,93.3423,14.5669,38.4,4.12,622,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella dysenteriae,14.5669132481506,3.98947910899527,0.273872648311526,0.09,LAM-70-MGE-L144
11,NR_026409.1,1,1495,3,1384,92.5753,2.68094,39.7,6.33,29370,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lacrimispora,Lacrimispora sphenoides,2.6809364548495,0.816007310649199,0.304373984386366,0.02,LAM-70-MGE-L144
12,NR_026476.1,1,1463,6,1244,85.0308,4.87013,40.6,4,83771,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinivibrio,Succinivibrio dextrinosolvens,4.87012987012987,2.15527931277845,0.442550685557175,0.04,LAM-70-MGE-L144
13,NR_027196.1,1,1342,1,1104,82.2653,0.822653,37.6,19,449673,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides stercoris,0.822652757078987,0.382104690068193,0.464478708398111,0.01,LAM-70-MGE-L144
14,NR_027549.1,1,1473,291,1374,93.279,268.21,40.7,2.86,585054,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia fergusonii,268.209775967413,72.131636248208,0.268937386745261,1.71,LAM-70-MGE-L144
15,NR_028862.1,1,1537,15,1431,93.1034,13.5888,38.2,52.7,209880,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Allisonella,Allisonella histaminiformans,13.5888093689005,3.77372076845194,0.277707977645822,0.09,LAM-70-MGE-L144
16,NR_029097.1,1,1374,82,1282,93.3042,74.9279,37.9,1.13,237576,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Oribacterium,Oribacterium sinus,74.9279475982533,20.7394593979595,0.276792039055438,0.48,LAM-70-MGE-L144
17,NR_029207.1,1,1426,42,1418,99.439,40.986,39.1,3.62,907,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera elsdenii,40.9859747545582,4.2296961439611,0.10319862268228,0.25,LAM-70-MGE-L144
18,NR_036800.1,1,1481,2,1368,92.37,1.82647,37,32.5,411470,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Mediterraneibacter,[Ruminococcus] gnavus,1.82646860229575,0.544258999596604,0.297984317339213,0.01,LAM-70-MGE-L144
19,NR_040867.1,1,1529,1,1387,90.7129,0.907129,40.9,60,302911,Bacteria,unclassified Bacteria kingdom,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium animalis,0.907128842380641,0.290346759216854,0.320072238531052,0.01,LAM-70-MGE-L144
20,NR_040877.1,1,1494,47,1401,93.7751,40.3641,38.2,1.43,537011,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella copri,40.3641231593039,12.0809370575481,0.299298885048701,0.28,LAM-70-MGE-L144
21,NR_041277.1,1,1490,4,1396,93.6913,3.68389,37.5,37.5,484018,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola plebeius,3.68389261744966,0.994313388923266,0.269908352977895,0.02,LAM-70-MGE-L144
22,NR_041313.1,1,1485,1,1394,93.8721,0.938721,41.2,60,338188,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides finegoldii,0.938720538720539,0.239923012449149,0.255585131626246,0.01,LAM-70-MGE-L144
23,NR_041342.1,1,1488,87,1395,93.75,80.2661,38.4,8.46,823,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis,80.2661290322581,21.0670082958196,0.262464485952138,0.51,LAM-70-MGE-L144
24,NR_041343.1,1,1492,8,1399,93.7668,7.19839,40.3,60,46503,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides merdae,7.19839142091153,1.94961279056611,0.270840063642889,0.05,LAM-70-MGE-L144
25,NR_041351.1,1,1493,7,1400,93.7709,6.34963,37.3,21.7,357276,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola dorei,6.3496316141996,1.78755983746333,0.281521818284046,0.04,LAM-70-MGE-L144
26,NR_041446.1,1,1456,3,1367,93.8874,2.6614,38.8,6.67,376804,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola barnesiae,2.6614010989011,0.783011519078169,0.294210263684597,0.02,LAM-70-MGE-L144
27,NR_041590.1,1,1342,317,1207,89.9404,279.77,39.1,4.99,742816,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas funiformis,279.770491803279,96.1553060782725,0.34369352342521,1.87,LAM-70-MGE-L144
28,NR_042152.1,1,1456,1,1128,77.4725,0.774725,41.2,0,168384,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Marvinbryantia,Marvinbryantia formatexigens,0.774725274725275,0.417906655347958,0.539425611867577,0.01,LAM-70-MGE-L144
29,NR_042745.1,1,1493,10,1397,93.57,9.20094,38.1,2.1,204516,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola massiliensis,9.20093770931011,2.50063245179813,0.271780174021591,0.06,LAM-70-MGE-L144
