index,ref,startpos,endpos,number of reads,covbases,coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads,alias
0,NR_025514.1,1,1518,20,1480,97.4967,19.195,36.5,34,158847,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas hypermegale,19.1949934123847,3.33202058911479,0.17358800378462,0.24,MAR-53-MGE-S148
1,NR_025518.1,1,1494,7368,1465,98.0589,6964.89,38.6,53.1,179995,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,Anaerobiospirillum thomasii,6964.89491298527,1512.59795374029,0.217174555056131,87.04,MAR-53-MGE-S148
2,NR_026075.1,1,1468,4,1325,90.2589,3.29019,37.5,3,13335,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,Anaerobiospirillum succiniciproducens,3.29019073569482,1.33751357658483,0.406515513545865,0.05,MAR-53-MGE-S148
3,NR_026476.1,1,1463,9,1426,97.471,7.61928,35.9,2.33,83771,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinivibrio,Succinivibrio dextrinosolvens,7.61927546138073,2.40737245891517,0.315958186722248,0.11,MAR-53-MGE-S148
4,NR_028862.1,1,1537,2,1493,97.1373,1.76057,41.7,57,209880,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Allisonella,Allisonella histaminiformans,1.76057254391672,0.489399807907653,0.277977644033283,0.02,MAR-53-MGE-S148
5,NR_029097.1,1,1374,42,1322,96.2154,39.4287,38.3,1.07,237576,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Oribacterium,Oribacterium sinus,39.4286754002911,8.45365714630594,0.214403782538521,0.5,MAR-53-MGE-S148
6,NR_040866.1,1,1425,1,1404,98.5263,0.985263,37.4,21,820,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides uniformis,0.985263157894737,0.120539885456256,0.122342832460943,0.01,MAR-53-MGE-S148
7,NR_041277.1,1,1490,46,1450,97.3154,44.5503,38.3,58.5,484018,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola plebeius,44.5503355704698,7.43535944448193,0.166897944746581,0.54,MAR-53-MGE-S148
8,NR_041313.1,1,1485,1,1441,97.037,0.97037,37.8,31,338188,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides finegoldii,0.97037037037037,0.169620426683957,0.174799676353696,0.01,MAR-53-MGE-S148
9,NR_041342.1,1,1488,15,1454,97.7151,14.5309,39.6,9.27,823,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis,14.5309139784946,2.40915340854919,0.165795036163222,0.18,MAR-53-MGE-S148
