index,ref,startpos,endpos,number of reads,covbases,coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads,alias
0,NR_025230.1,1,1411,1,1338,94.8264,0.948264,40.3,1,187326,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera micronuciformis,0.94826364280652,0.221572788617963,0.23366158799697,0,GRO-41-DRS-L189
1,NR_025514.1,1,1518,18,1406,92.6219,16.1166,38,26.9,158847,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas hypermegale,16.1166007905138,4.69634015488813,0.291397684656455,0.08,GRO-41-DRS-L189
2,NR_025518.1,1,1494,14252,1488,99.5984,12726.9,38.9,28.3,179995,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,Anaerobiospirillum thomasii,12726.9424364123,4138.0718983848,0.325142658502611,63.58,GRO-41-DRS-L189
3,NR_025796.1,1,1435,2,1288,89.7561,1.6453,35.2,4.5,259063,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerocolumna,Anaerocolumna jejuensis,1.64529616724739,0.658839555629448,0.400438272904811,0.01,GRO-41-DRS-L189
4,NR_026075.1,1,1468,144,1337,91.0763,112.542,38.6,6.22,13335,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,Anaerobiospirillum succiniciproducens,112.542234332425,49.1505511107077,0.43672983215819,0.64,GRO-41-DRS-L189
5,NR_026314.1,1,1458,1,1324,90.8093,0.908093,35.4,1,53443,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia hydrogenotrophica,0.908093278463649,0.288993352993133,0.3182419249728,0,GRO-41-DRS-L189
6,NR_026331.1,1,1488,2,1389,93.3468,1.86089,41.9,16,623,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella flexneri,1.86088709677419,0.502986126112213,0.270293736242316,0.01,GRO-41-DRS-L189
7,NR_026409.1,1,1495,2,1381,92.3746,1.83211,37.6,1,29370,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lacrimispora,Lacrimispora sphenoides,1.83210702341137,0.540748441909185,0.295151121085882,0.01,GRO-41-DRS-L189
8,NR_026476.1,1,1463,253,1354,92.5496,228.21,37.1,2.2,83771,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinivibrio,Succinivibrio dextrinosolvens,228.20984278879,66.9613716476158,0.293420173421657,1.13,GRO-41-DRS-L189
9,NR_026493.1,1,1488,1,1369,92.0027,0.920027,39.1,1,69825,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lacrimispora,Lacrimispora indolis,0.92002688172043,0.271342770449368,0.294929176354025,0,GRO-41-DRS-L189
