index,ref,startpos,endpos,number of reads,covbases,coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads,alias
0,NR_025230.1,1,1411,4,1349,95.606,3.65769,40.9,1,187326,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera micronuciformis,3.65768958185684,0.892706486449002,0.244062943689119,0.05,HER-2-DRS-L145
1,NR_025514.1,1,1518,43,1406,92.6219,38.8333,38.2,24.6,158847,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas hypermegale,38.8333333333333,11.2716453552001,0.290256961936483,0.57,HER-2-DRS-L145
2,NR_025567.1,1,1498,4,1390,92.7904,3.64219,36.8,24.8,208479,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Enterocloster,Enterocloster bolteae,3.64218958611482,1.05690262801353,0.290183309524242,0.05,HER-2-DRS-L145
3,NR_026100.1,1,1499,1,1348,89.9266,0.899266,40.5,3,1286362,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lacrimispora,Lacrimispora celerecrescens,0.899266177451634,0.301076387624544,0.334802303448955,0.01,HER-2-DRS-L145
4,NR_026151.1,1,1473,3,1345,91.3103,2.59267,35.9,59.3,36835,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Tyzzerella,[Clostridium] colinum,2.59266802443992,0.88909486775876,0.342926614351572,0.04,HER-2-DRS-L145
5,NR_026312.1,1,1482,1,1351,91.1606,0.911606,40.5,1,180164,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia schinkii,0.911605937921727,0.28396295783639,0.311497485946358,0.01,HER-2-DRS-L145
6,NR_026314.1,1,1458,1,1136,77.915,0.77915,39.1,14,53443,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia hydrogenotrophica,0.779149519890261,0.41496222500897,0.532583559914682,0.01,HER-2-DRS-L145
7,NR_026331.1,1,1488,2,1389,93.3468,1.85215,37.8,0.5,623,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella flexneri,1.85215053763441,0.509145095063826,0.274894013590338,0.03,HER-2-DRS-L145
8,NR_026409.1,1,1495,3,1384,92.5753,2.67826,37.5,2.67,29370,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lacrimispora,Lacrimispora sphenoides,2.67826086956522,0.817415638139996,0.305203890863959,0.04,HER-2-DRS-L145
9,NR_026493.1,1,1488,1,1371,92.1371,0.921371,39.3,1,69825,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lacrimispora,Lacrimispora indolis,0.921370967741936,0.269249377817571,0.292226895837013,0.01,HER-2-DRS-L145
10,NR_027196.1,1,1342,1,890,66.3189,0.663189,35.6,30,449673,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides stercoris,0.663189269746647,0.472795760782059,0.712912259516318,0.01,HER-2-DRS-L145
11,NR_028862.1,1,1537,7,1431,93.1034,6.1041,40.7,54.3,209880,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Allisonella,Allisonella histaminiformans,6.10409889394925,1.85077126676429,0.303201389577565,0.09,HER-2-DRS-L145
12,NR_028866.1,1,1486,1,1362,91.6555,0.916555,34.4,1,752555,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella bryantii,0.916554508748318,0.276647509480102,0.301834213720581,0.01,HER-2-DRS-L145
