index,ref,startpos,endpos,number of reads,covbases,coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads,alias
0,NR_025230.1,1,1411,3,1343,95.1807,2.70659,40.2,3,187326,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera micronuciformis,2.70659107016301,0.706870388998003,0.261166305021257,0.02,HER-2-MGE-L146
1,NR_025452.1,1,1380,1,1329,96.3043,0.963043,40.6,1,158787,Bacteria,unclassified Bacteria kingdom,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium scardovii,0.96304347826087,0.188723465238481,0.195965674965466,0.01,HER-2-MGE-L146
2,NR_025514.1,1,1518,121,1406,92.6219,108.856,37.9,23.9,158847,Bacteria,unclassified Bacteria kingdom,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas hypermegale,108.856389986825,31.5021914150949,0.289392211324551,0.63,HER-2-MGE-L146
3,NR_025518.1,1,1494,4,1350,90.3614,3.58969,39.7,24.8,179995,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,Anaerobiospirillum thomasii,3.58969210174029,1.18527504456015,0.330188498335421,0.02,HER-2-MGE-L146
4,NR_025525.1,1,1475,1,1343,91.0508,0.910508,33.9,54,185008,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Butyrivibrio,Butyrivibrio hungatei,0.910508474576271,0.285548721499701,0.313614567544348,0.01,HER-2-MGE-L146
6,NR_025567.1,1,1498,3,1389,92.7236,2.75768,38.6,13.3,208479,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Enterocloster,Enterocloster bolteae,2.75767690253672,0.794535745692362,0.288117779483698,0.02,HER-2-MGE-L146
7,NR_025934.1,1,1470,1,1377,93.6735,0.936735,41.6,34,2718,Bacteria,unclassified Bacteria kingdom,Proteobacteria,Gammaproteobacteria,Cardiobacteriales,Cardiobacteriaceae,Cardiobacterium,Cardiobacterium hominis,0.936734693877551,0.243522379756387,0.259969425012265,0.01,HER-2-MGE-L146
8,NR_026100.1,1,1499,2,1363,90.9273,1.80654,37.4,1,1286362,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lacrimispora,Lacrimispora celerecrescens,1.80653769179453,0.581131860595747,0.321682665817218,0.01,HER-2-MGE-L146
9,NR_026409.1,1,1495,3,1384,92.5753,2.74582,38.5,1,29370,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lacrimispora,Lacrimispora sphenoides,2.74581939799331,0.798849311016677,0.290932940309362,0.02,HER-2-MGE-L146
10,NR_026493.1,1,1488,1,1350,90.7258,0.907258,42.7,1,69825,Bacteria,unclassified Bacteria kingdom,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lacrimispora,Lacrimispora indolis,0.907258064516129,0.290167974105552,0.319829589236342,0.01,HER-2-MGE-L146
